Group 1,Group 2,H,p-value,q-value
Green_hay_bush (n=108),Natural_regen (n=58),0.8055727625209101,0.36943241056677856,0.6458706319053519
Green_hay_bush (n=108),seed_mix (n=153),0.2111460360226829,0.6458706319053519,0.6458706319053519
Natural_regen (n=58),seed_mix (n=153),0.503661321392542,0.47789577187065446,0.6458706319053519
