Group 1,Group 2,Sample size,Permutations,pseudo-F,p-value,q-value
Green_hay_bush,Natural_regen,34,999,4.684355453234991,0.001,0.003
Green_hay_bush,seed_mix,54,999,2.478683144799605,0.004,0.004
Natural_regen,seed_mix,44,999,2.819225495114304,0.004,0.004
