Group 1,Group 2,H,p-value,q-value
no (n=33),unknown (n=6),11.206060606060618,0.0008153061454016004,0.0024459184362048015
no (n=33),yes (n=27),0.8350720317933451,0.3608099864251396,0.3608099864251396
unknown (n=6),yes (n=27),8.647058823529406,0.0032758974829086053,0.004913846224362908
