Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	no	no	no	no	no	yes	yes	yes	yes	yes
1CMET2-PWY	6662.534759520694	9628.991909223976	17410.723386953396	23862.054988810487	27102.71478365709	6981.316907351017	9744.850512106299	13152.912260232508	20540.955112717915	28407.315284212906
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	576.3226512808692	897.4134024604205	1754.2338534366468	2178.750595685241	5116.450436819428	557.7727132429958	1242.7531069637314	1613.6510761908146	2154.564966461616	3692.973350911397
AEROBACTINSYN-PWY	1.0	14.221128387568335	56.04958509638618	80.09200205072221	107.20903222636458	1.0	15.255725091581231	36.05626716108151	56.38810020574114	118.5146360322545
ALL-CHORISMATE-PWY	491.71854202690116	2307.2469059729337	5424.141204459062	7612.154274296424	9212.235151751658	1953.9360731942104	2948.4257970242797	3996.255874894599	6491.402022397375	8096.916816886341
ANAEROFRUCAT-PWY	8410.366322349586	11513.104155333926	22672.19843485549	31901.038922894408	36397.0856296011	9197.740416397568	12522.537666440821	17363.468880658234	27005.194927738015	36304.08701185147
ANAGLYCOLYSIS-PWY	10191.96944004269	14696.643303970672	27125.387241213713	38669.26981544982	42808.18464554274	10967.61080460933	15496.399365070618	20636.076310046807	31666.513302234973	46568.276968184866
ARG+POLYAMINE-SYN	3250.135627968447	5107.88861676206	10043.103251114397	12924.358479106488	16730.666096827088	3958.9564910304216	6019.87456133926	7513.187519087112	10816.113317290978	20022.65084377447
ARGORNPROST-PWY	1455.4994993995338	2330.3762458048277	4773.546691580772	6860.869374871286	8333.634715328488	1800.06903709932	2809.8194587590933	3806.605214111755	6307.395219597542	8502.208296383937
ARGSYN-PWY	9190.419721675657	13200.91154507751	24611.72849789878	35394.928322521984	39015.00869224725	9990.470516587056	13962.511122854905	18560.38137514209	28710.821312117245	42882.8347846211
ARGSYNBSUB-PWY	9915.66286041475	14358.465150326234	26608.592132955484	38443.33638652906	42384.172037305776	10846.873321632545	15171.989073613393	20097.376287848565	30991.862747754534	46916.65681654342
ARO-PWY	9623.0541531633	14194.443794896779	25730.865917904463	36427.99774960745	40768.41606946282	10333.1686728603	14594.335029302929	19424.02990902611	30182.946217707766	44925.839379198136
ASPASN-PWY	713.710651529822	1605.8139977470955	3014.4069536118623	4127.663410369878	5874.0944261469585	1167.8758209894554	1850.2556661073697	2637.2927397863805	4047.7490115887704	8815.04913878659
AST-PWY	1.0	52.85189774332704	116.3486505194869	166.9369766259458	349.51942270956016	16.83714430894309	41.05324810270077	64.07974799139183	108.370544005677	210.23321880866362
BIOTIN-BIOSYNTHESIS-PWY	2117.7700775751237	4962.510900538915	9674.430781955107	11812.053299129246	18198.46482311936	3476.280757030464	5292.882060418775	7402.144400934118	10175.530901326463	14900.824212078953
BRANCHED-CHAIN-AA-SYN-PWY	13893.917044124097	21099.834495770192	38799.51175392086	55490.146925697554	63356.0387826457	15581.667917865814	22401.133212159144	29588.653974658504	45713.4668325449	68759.5736342039
CALVIN-PWY	10424.816961782743	14907.313220108881	27599.217320681622	39245.48863442548	43715.21972716109	11192.718120345464	15605.392602050884	20883.76923803547	32158.410688959324	47315.60790324054
CATECHOL-ORTHO-CLEAVAGE-PWY	370.2351139614663	681.026294074684	1313.7958461904386	1696.081839084014	3326.7102166292143	442.3850139310288	857.6416895508107	1132.1392897316368	1562.2725587486514	2426.9484729011415
CENTBENZCOA-PWY	1.0	1.0	1.0	1.0	17.698591549295774	1.0	1.0	1.0	1.0	8.98753894080997
CENTFERM-PWY	974.2017063883111	1651.1686023824054	2662.413762102122	3519.6017737091065	5726.117989793405	1126.2965705046477	2014.8384646157383	2636.3475779911214	3324.808140922984	11084.87567614589
CHLOROPHYLL-SYN	1.0	1.8634289432572881	35.93077641946428	96.81989317995873	476.2263728476732	1.0	1.0	33.8559913959603	56.55223894133616	177.19661014334918
COA-PWY	8823.647908541183	12908.465768294276	23977.76271600155	34135.79961845108	38060.245630495294	9626.243737948267	13555.055245795795	18171.927687673684	27876.402557947247	41746.06449891514
COBALSYN-PWY	4805.875755286295	7260.685509485125	12328.475923185179	17663.19612234262	19991.073594587255	4892.528526245554	7647.7535737166645	10189.464172070653	15286.545703234993	23027.877960081067
CODH-PWY	366.0016174672961	626.8535156486304	1379.0246777522996	2063.430049613864	3138.1803477702006	464.98716552785305	669.7557041331733	1120.9045818427746	1732.9691669724357	3630.8576159091754
COLANSYN-PWY	6517.22908561333	10512.984378739453	18164.56057430902	26094.080243728175	30885.01910019396	7254.496663617904	10516.603066235251	13907.777121445804	21537.758819983577	34237.57499421159
COMPLETE-ARO-PWY	10171.210988410787	14938.896046319367	27183.0048854034	38486.195798945424	43114.13360318277	10919.376748886209	15425.220178594194	20534.22933464057	31802.008295633048	47403.92832081344
CRNFORCAT-PWY	1.0	117.78561484913901	278.5049312483526	429.04825368447473	923.0036308352837	99.45899945339598	163.8402302680551	223.37010538826388	445.76108986943314	1014.3703061311027
DAPLYSINESYN-PWY	9169.443225478752	13738.162560981234	25007.511319113204	35472.77407429287	39332.692956825835	10074.95826575862	14349.230585247778	18938.207092675068	29498.61421188709	43638.27909825167
DENITRIFICATION-PWY	137.11733833278723	247.16092338608124	465.7896705023802	657.9337544495518	1184.872405574315	98.7524798959194	212.86471598161893	395.16048235987785	535.8999104868309	1088.936800476934
DENOVOPURINE2-PWY	3671.498787819138	6192.507494361718	10888.7472503463	13470.086398474508	18786.794758591313	4429.230860086815	6899.679453236421	8632.335791821375	12309.642296807811	26641.401805272857
