index,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,k__Bacteria;p__Firmicutes;c__Bacilli,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Actinobacteria;c__MB-A2-108,k__Bacteria;p__Actinobacteria;c__Actinobacteria,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6,k__Bacteria;p__Actinobacteria;c__Thermoleophilia,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,k__Bacteria;p__Acidobacteria;c__iii1-8,k__Bacteria;p__Chloroflexi;c__Ellin6529,k__Bacteria;p__Bacteroidetes;c__Cytophagia,k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria],k__Bacteria;p__Actinobacteria;__,k__Bacteria;p__Acidobacteria;c__PAUC37f,k__Bacteria;p__Chloroflexi;c__Thermomicrobia,k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria,k__Bacteria;p__;c__,k__Bacteria;__;__,k__Bacteria;p__Gemmatimonadetes;c__Gemm-1,k__Bacteria;p__Nitrospirae;c__Nitrospira,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria,k__Bacteria;p__Planctomycetes;c__Planctomycetia,k__Bacteria;p__Chloroflexi;c__Gitt-GS-136,k__Bacteria;p__Actinobacteria;c__Rubrobacteria,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,k__Bacteria;p__Acidobacteria;c__Sva0725,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,k__Bacteria;p__Acidobacteria;c__Solibacteres,k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,k__Bacteria;p__Chloroflexi;c__TK10,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria],k__Bacteria;p__Bacteroidetes;c__[Saprospirae],k__Bacteria;p__Acidobacteria;c__BPC102,k__Bacteria;p__Acidobacteria;c__S035,k__Bacteria;p__Acidobacteria;c__DA052,k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5,k__Bacteria;p__Acidobacteria;c__RB25,k__Bacteria;p__Planctomycetes;c__,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota,k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Bacteria;p__Acidobacteria;c__Acidobacteriia,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,k__Bacteria;p__Chloroflexi;c__S085,k__Bacteria;p__WS3;c__PRR-12,k__Bacteria;p__Armatimonadetes;c__0319-6E2,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae],k__Bacteria;p__Chloroflexi;c__Anaerolineae,k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,k__Bacteria;p__Verrucomicrobia;c__Opitutae,k__Bacteria;p__Chloroflexi;c__Chloroflexi,k__Bacteria;p__Planctomycetes;c__Phycisphaerae,k__Bacteria;p__Planctomycetes;c__OM190,k__Bacteria;p__Proteobacteria;__,k__Bacteria;p__Chloroflexi;c__C0119,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__Elusimicrobia;c__Elusimicrobia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,k__Bacteria;p__Chloroflexi;c__TK17,k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Planctomycetes;c__C6,k__Bacteria;p__Acidobacteria;c__,k__Bacteria;p__Chloroflexi;c__,k__Bacteria;p__Planctomycetes;c__vadinHA49,k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__Planctomycetes;c__Pla4,k__Bacteria;p__Bacteroidetes;__,k__Bacteria;p__Armatimonadetes;c__Armatimonadia,k__Bacteria;p__Acidobacteria;c__Holophagae,k__Bacteria;p__Acidobacteria;c__EC1113,k__Bacteria;p__Chlorobi;c__SJA-28,k__Bacteria;p__Chloroflexi;c__P2-11E,k__Bacteria;p__Acidobacteria;__,k__Bacteria;p__Acidobacteria;c__TM1,k__Bacteria;p__Armatimonadetes;c__,k__Bacteria;p__WPS-2;c__,k__Bacteria;p__Actinobacteria;c__OPB41,k__Bacteria;p__Cyanobacteria;c__Chloroplast,k__Bacteria;p__Chlorobi;c__BSV26,k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia],k__Bacteria;p__BRC1;c__PRR-11,k__Bacteria;p__Chloroflexi;c__SHA-26,k__Bacteria;p__Verrucomicrobia;__,k__Bacteria;p__Chloroflexi;c__[Thermobacula],k__Bacteria;p__Spirochaetes;c__Spirochaetes,k__Bacteria;p__Firmicutes;__,k__Bacteria;p__TM7;c__SC3,k__Bacteria;p__Cyanobacteria;c__Nostocophycideae,Year_est,Age,OS_location,Lat_long,Establishment,pH,EC,Cutting,Cattle,Sheep,Plough,Year_group,Age_group,Age_binary,pH_binary
Stonehenge_2002_2017,255.0,706.0,1732.0,356.0,149.0,1561.0,731.0,1925.0,357.0,415.0,30.0,86.0,56.0,28.0,210.0,20.0,94.0,42.0,124.0,71.0,52.0,124.0,18.0,78.0,67.0,8.0,17.0,13.0,10.0,15.0,9.0,5.0,23.0,41.0,6.0,5.0,2.0,0.0,5.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19,SU1480043200,51.187837;_-1.7896132,Green_hay_bush,7.91,130.3,no,yes,yes,yes,2001-2010,11-20,AboveMedian,BelowMedian
Stonehenge_2010,370.0,776.0,1814.0,438.0,124.0,1299.0,1195.0,1259.0,395.0,325.0,64.0,102.0,56.0,20.0,171.0,42.0,70.0,20.0,120.0,110.0,69.0,138.0,19.0,145.0,27.0,49.0,20.0,20.0,6.0,32.0,14.0,4.0,29.0,51.0,5.0,9.0,2.0,0.0,7.0,5.0,3.0,0.0,1.0,0.0,1.0,4.0,14.0,9.0,0.0,7.0,2.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU1070043000,51.186129;_-1.8482842,Green_hay_bush,7.69,202.0,no,yes,yes,yes,2001-2010,11-20,BelowMedian,BelowMedian
Stonehenge_2011,338.0,558.0,1739.0,412.0,162.0,1545.0,1035.0,1410.0,358.0,370.0,76.0,104.0,45.0,16.0,164.0,27.0,78.0,18.0,145.0,138.0,74.0,136.0,24.0,140.0,58.0,42.0,29.0,24.0,9.0,18.0,3.0,0.0,32.0,31.0,4.0,9.0,5.0,0.0,3.0,5.0,3.0,0.0,2.0,0.0,1.0,2.0,22.0,2.0,0.0,12.0,0.0,0.0,0.0,21.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,10,SU1050043600,51.191528;_-1.8511284,Green_hay_bush,7.85,174.3,no,yes,yes,yes,2011-2020,0-10,BelowMedian,BelowMedian
Stonehenge_-_Luxenborough_BankB,506.0,493.0,1762.0,473.0,63.0,1240.0,1252.0,1376.0,441.0,356.0,64.0,161.0,76.0,16.0,130.0,41.0,69.0,17.0,147.0,114.0,43.0,128.0,23.0,154.0,32.0,17.0,16.0,28.0,17.0,34.0,6.0,5.0,31.0,44.0,3.0,12.0,5.0,0.0,7.0,4.0,2.0,0.0,8.0,0.0,4.0,0.0,10.0,1.0,0.0,8.0,0.0,8.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU1290041900,51.176193;_-1.8168457,Green_hay_bush,7.78,186.6,yes,no,yes,yes,1981-2000,21-30,AboveMedian,BelowMedian
Watlington_natural_reversion,695.0,440.0,2496.0,691.0,74.0,844.0,1036.0,761.0,500.0,249.0,43.0,85.0,54.0,36.0,89.0,34.0,42.0,30.0,152.0,131.0,47.0,257.0,10.0,391.0,28.0,24.0,19.0,23.0,15.0,16.0,6.0,0.0,16.0,69.0,8.0,3.0,4.0,0.0,3.0,6.0,7.0,0.0,1.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU7050293600,51.636798;_-0.98266944,Natural_regen,7.8,147.5,no,no,yes,no,1981-2000,21-30,AboveMedian,BelowMedian
St_Catherines_A3,317.0,520.0,2480.0,522.0,74.0,1062.0,999.0,1329.0,401.0,388.0,61.0,60.0,33.0,14.0,107.0,22.0,63.0,27.0,100.0,71.0,44.0,135.0,22.0,316.0,33.0,54.0,28.0,11.0,12.0,8.0,14.0,5.0,22.0,63.0,1.0,0.0,6.0,0.0,4.0,4.0,9.0,0.0,5.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,27,SU4812327449,51.044386;_-1.3149275,Green_hay_bush,7.63,222.0,yes,yes,yes,no,1981-2000,21-30,AboveMedian,BelowMedian
HARLEY_FARMS_Chittern,373.0,705.0,1720.0,432.0,138.0,1623.0,1052.0,1291.0,379.0,397.0,39.0,142.0,47.0,14.0,188.0,31.0,67.0,25.0,88.0,103.0,73.0,135.0,11.0,144.0,64.0,15.0,16.0,33.0,11.0,30.0,20.0,0.0,19.0,15.0,1.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,8,ST9762044730,51.201778;_-2.0354461,seed_mix,7.77,197.9,yes,yes,no,yes,2011-2020,0-10,BelowMedian,BelowMedian
HARLEY_FARMS_New1,333.0,991.0,1502.0,325.0,150.0,1615.0,1023.0,1475.0,286.0,346.0,46.0,114.0,40.0,17.0,173.0,30.0,191.0,12.0,92.0,72.0,56.0,117.0,18.0,106.0,67.0,19.0,44.0,10.0,15.0,19.0,26.0,5.0,22.0,36.0,3.0,0.0,4.0,0.0,3.0,6.0,4.0,2.0,6.0,0.0,1.0,3.0,6.0,8.0,0.0,6.0,1.0,4.0,6.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,1,ST9346829822,51.067692;_-2.0945983,seed_mix,7.84,144.1,no,yes,no,no,2011-2020,0-10,BelowMedian,BelowMedian
HARLEY_FARMS_new2b,446.0,1145.0,1414.0,403.0,98.0,1400.0,871.0,1371.0,209.0,255.0,73.0,245.0,31.0,175.0,233.0,33.0,41.0,6.0,57.0,85.0,89.0,151.0,7.0,118.0,26.0,7.0,76.0,19.0,23.0,57.0,62.0,0.0,17.0,66.0,16.0,3.0,6.0,3.0,7.0,0.0,1.0,4.0,5.0,23.0,2.0,5.0,21.0,1.0,14.0,21.0,2.0,2.0,3.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,1,ST9242629613,51.065799;_-2.1094648,seed_mix,7.09,102.5,yes,no,no,no,2011-2020,0-10,BelowMedian,BelowMedian
WINDMILL_farm,416.0,1316.0,1638.0,464.0,110.0,1326.0,989.0,1089.0,254.0,270.0,79.0,196.0,33.0,132.0,217.0,24.0,49.0,18.0,125.0,84.0,57.0,149.0,1.0,42.0,27.0,1.0,44.0,11.0,18.0,73.0,52.0,20.0,15.0,28.0,8.0,0.0,5.0,4.0,3.0,1.0,4.0,0.0,0.0,14.0,1.0,7.0,15.0,0.0,25.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,31,SU7176229761,51.06271;_-0.97732036,seed_mix,7.32,210.0,yes,yes,yes,yes,1981-2000,31-40,AboveMedian,BelowMedian
DRUIDS,339.0,1204.0,1696.0,467.0,126.0,1372.0,837.0,1406.0,232.0,302.0,50.0,185.0,29.0,113.0,238.0,28.0,51.0,17.0,93.0,73.0,48.0,121.0,6.0,93.0,40.0,6.0,44.0,9.0,11.0,43.0,45.0,6.0,21.0,43.0,3.0,3.0,4.0,2.0,0.0,2.0,5.0,1.0,5.0,17.0,1.0,9.0,7.0,0.0,8.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19,SU2964250324,51.251319;_-1.5766624,seed_mix,7.14,176.3,yes,yes,yes,yes,2001-2010,11-20,AboveMedian,BelowMedian
Stratton_Wood,339.0,492.0,1879.0,384.0,257.0,1674.0,778.0,1434.0,269.0,458.0,70.0,91.0,69.0,122.0,242.0,20.0,120.0,17.0,74.0,41.0,56.0,109.0,2.0,139.0,42.0,16.0,53.0,7.0,14.0,17.0,19.0,0.0,19.0,56.0,18.0,0.0,18.0,0.0,0.0,0.0,6.0,0.0,4.0,8.0,1.0,5.0,1.0,6.0,6.0,6.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,26,SU1647289260,51.601942;_-1.7635665,seed_mix,7.41,126.8,yes,no,no,yes,1981-2000,21-30,AboveMedian,BelowMedian
WESTMEAD_FARM,454.0,446.0,1884.0,431.0,161.0,1432.0,962.0,1306.0,424.0,508.0,47.0,123.0,58.0,140.0,232.0,15.0,94.0,21.0,103.0,71.0,48.0,99.0,34.0,90.0,16.0,3.0,25.0,14.0,18.0,25.0,8.0,9.0,24.0,62.0,21.0,5.0,2.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,6.0,4.0,10.0,3.0,0.0,4.0,0.0,8.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU6317525168,51.022422;_-1.1006408,seed_mix,7.75,159.0,yes,no,yes,no,1981-2000,21-30,AboveMedian,BelowMedian
RSPB_orig_green,339.0,995.0,1836.0,435.0,83.0,1336.0,774.0,1552.0,437.0,369.0,35.0,91.0,65.0,59.0,178.0,22.0,43.0,58.0,114.0,89.0,67.0,91.0,11.0,61.0,76.0,2.0,28.0,24.0,7.0,22.0,17.0,0.0,4.0,60.0,17.0,4.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,0.0,5.0,0.0,15.0,2.0,5.0,2.0,4.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,15,SU2135640329,51.161815;_-1.6959767,Green_hay_bush,7.99,138.1,no,yes,yes,no,2001-2010,11-20,AboveMedian,AboveMedian
RSPB_churchil,343.0,827.0,1708.0,379.0,194.0,1452.0,1036.0,1485.0,332.0,411.0,38.0,102.0,44.0,52.0,155.0,27.0,107.0,31.0,79.0,68.0,47.0,149.0,17.0,71.0,66.0,17.0,25.0,24.0,9.0,14.0,10.0,0.0,11.0,57.0,9.0,6.0,3.0,0.0,6.0,6.0,0.0,20.0,3.0,1.0,2.0,0.0,5.0,7.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU2075340336,51.1619;_-1.7045994,Green_hay_bush,8.01,116.8,no,no,yes,no,2001-2010,11-20,BelowMedian,AboveMedian
RSPB_junction,381.0,1047.0,1566.0,465.0,136.0,1523.0,1087.0,1217.0,269.0,382.0,64.0,117.0,39.0,48.0,185.0,28.0,64.0,24.0,126.0,74.0,39.0,132.0,15.0,137.0,49.0,0.0,7.0,26.0,11.0,28.0,19.0,0.0,17.0,52.0,11.0,8.0,12.0,0.0,1.0,2.0,3.0,0.0,4.0,0.0,5.0,6.0,11.0,3.0,2.0,7.0,2.0,1.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,14,SU2267739280,51.152332;_-1.6771517,Green_hay_bush,8.41,24.6,no,no,yes,no,2001-2010,11-20,BelowMedian,AboveMedian
RSPB_Mainline,377.0,727.0,1547.0,392.0,130.0,1773.0,1078.0,1255.0,308.0,409.0,50.0,115.0,59.0,47.0,189.0,41.0,110.0,28.0,101.0,117.0,57.0,105.0,21.0,80.0,83.0,41.0,23.0,19.0,13.0,20.0,17.0,0.0,17.0,42.0,6.0,4.0,8.0,0.0,9.0,1.0,3.0,11.0,4.0,0.0,2.0,0.0,6.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,5,SU2250539212,51.151728;_-1.6796151,Green_hay_bush,8.48,23.4,no,no,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
Baltic_farm_1,543.0,567.0,2115.0,409.0,163.0,1313.0,534.0,1945.0,276.0,542.0,12.0,103.0,57.0,281.0,174.0,13.0,30.0,65.0,50.0,31.0,19.0,66.0,18.0,31.0,15.0,3.0,2.0,0.0,10.0,16.0,0.0,17.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,16,SU0459767825,51.40943;_-1.9352946,Green_hay_bush,7.94,29.2,yes,yes,yes,no,2001-2010,11-20,AboveMedian,AboveMedian
Baltic_farm_2,406.0,823.0,1982.0,432.0,146.0,1391.0,797.0,1319.0,373.0,419.0,53.0,89.0,94.0,147.0,194.0,36.0,37.0,47.0,76.0,62.0,35.0,127.0,12.0,53.0,19.0,39.0,5.0,11.0,10.0,28.0,25.0,16.0,12.0,24.0,20.0,13.0,8.0,0.0,11.0,5.0,3.0,0.0,0.0,0.0,2.0,8.0,25.0,1.0,0.0,2.0,13.0,3.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998,23,SU0306867167,51.403524;_-1.9572835,Green_hay_bush,8.27,29.6,yes,yes,yes,no,1981-2000,21-30,AboveMedian,AboveMedian
WestEndFarm,506.0,1229.0,2029.0,250.0,85.0,1628.0,665.0,1146.0,354.0,407.0,35.0,128.0,63.0,179.0,183.0,27.0,21.0,53.0,61.0,47.0,30.0,106.0,16.0,39.0,8.0,15.0,16.0,21.0,19.0,13.0,8.0,0.0,6.0,12.0,20.0,0.0,0.0,0.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,SU0297366901,51.401133;_-1.9586514,Green_hay_bush,8.44,24.1,yes,no,yes,yes,2011-2020,0-10,BelowMedian,AboveMedian
HorntonHouseFarm_1_parallel,326.0,719.0,1563.0,294.0,179.0,1740.0,725.0,1836.0,318.0,544.0,30.0,113.0,49.0,34.0,261.0,23.0,102.0,18.0,82.0,54.0,39.0,69.0,13.0,47.0,77.0,0.0,27.0,37.0,11.0,9.0,37.0,0.0,15.0,21.0,19.0,0.0,3.0,0.0,4.0,0.0,0.0,7.0,4.0,0.0,4.0,0.0,7.0,1.0,3.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,5,SU0584565118,51.385079;_-1.917395,seed_mix,8.6,29.5,yes,yes,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
TownsendFarm_1,414.0,619.0,1913.0,594.0,85.0,1437.0,1146.0,1133.0,289.0,339.0,64.0,93.0,54.0,144.0,226.0,33.0,17.0,30.0,131.0,90.0,20.0,163.0,12.0,137.0,13.0,62.0,7.0,21.0,10.0,18.0,20.0,0.0,10.0,24.0,24.0,12.0,8.0,0.0,4.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,23.0,4.0,3.0,5.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,4,SU0775065316,51.386837;_-1.8900159,seed_mix,8.2,36.6,yes,no,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
TownsendFarm_2,408.0,711.0,1920.0,440.0,142.0,1318.0,843.0,1322.0,372.0,464.0,20.0,94.0,82.0,120.0,198.0,23.0,111.0,32.0,114.0,77.0,33.0,86.0,23.0,144.0,18.0,13.0,21.0,14.0,7.0,37.0,62.0,5.0,14.0,71.0,32.0,4.0,6.0,0.0,7.0,3.0,7.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,5.0,0.0,1.0,0.0,5.0,16.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU0705164722,51.381505;_-1.9000725,seed_mix,8.45,21.2,yes,no,yes,no,2001-2010,11-20,BelowMedian,AboveMedian
TownsendFarm_3_big,365.0,704.0,1808.0,512.0,88.0,1460.0,973.0,1350.0,299.0,421.0,59.0,98.0,65.0,106.0,235.0,38.0,20.0,29.0,107.0,69.0,17.0,158.0,11.0,100.0,38.0,40.0,12.0,14.0,11.0,46.0,25.0,4.0,22.0,17.0,7.0,16.0,5.0,10.0,3.0,7.0,3.0,1.0,3.0,63.0,2.0,7.0,8.0,6.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,SU0886965184,51.385634;_-1.8739384,Green_hay_bush,7.92,42.7,yes,no,yes,no,2011-2020,0-10,BelowMedian,BelowMedian
ChurchFarm,432.0,719.0,1885.0,476.0,160.0,1569.0,725.0,1235.0,347.0,333.0,17.0,106.0,92.0,44.0,236.0,33.0,109.0,30.0,75.0,82.0,54.0,124.0,8.0,107.0,56.0,12.0,36.0,17.0,10.0,47.0,29.0,22.0,20.0,35.0,23.0,4.0,5.0,19.0,0.0,0.0,0.0,2.0,3.0,62.0,7.0,0.0,12.0,8.0,2.0,11.0,2.0,5.0,2.0,7.0,4.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,9,SU0979864321,51.377859;_-1.8606121,seed_mix,8.63,20.7,yes,yes,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
