k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__	7.0	8.75	10.5	12.25	14.0	6.0	64.5	98.0	168.25	332.0	9.0	38.0	68.0	106.0	390.0	14.0	27.0	57.0	92.0	200.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	36.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;__;__;__	5.0	12.0	19.0	26.0	33.0	1.0	26.0	45.5	117.25	159.0	1.0	35.0	62.0	85.0	182.0	5.0	19.5	42.0	84.0	155.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__	27.0	33.75	40.5	47.25	54.0	1.0	8.5	46.5	90.0	163.0	1.0	16.0	74.0	113.0	173.0	1.0	17.5	62.0	81.5	147.0
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__	11.0	11.75	12.5	13.25	14.0	1.0	14.0	22.0	29.75	68.0	1.0	10.0	24.0	40.0	61.0	1.0	15.5	22.0	35.5	78.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Micromonospora	17.0	19.0	21.0	23.0	25.0	1.0	28.0	41.5	83.5	252.0	1.0	29.0	51.0	57.0	130.0	7.0	29.0	52.0	68.5	121.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter	12.0	13.75	15.5	17.25	19.0	1.0	13.75	56.5	112.75	340.0	1.0	24.0	61.0	87.0	208.0	1.0	11.5	40.0	54.5	84.0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira	1.0	1.0	1.0	1.0	1.0	1.0	15.75	23.5	52.5	111.0	1.0	10.0	39.0	55.0	97.0	5.0	12.0	62.0	110.5	234.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	21.5	102.0	1.0	1.0	16.0	31.0	67.0	1.0	1.0	1.0	15.5	29.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__	11.0	12.0	13.0	14.0	15.0	1.0	15.75	51.5	95.25	129.0	1.0	11.0	41.0	62.0	100.0	1.0	1.0	17.0	38.0	213.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;__	1.0	1.0	1.0	1.0	1.0	1.0	14.25	26.0	32.0	75.0	1.0	9.0	17.0	26.0	69.0	1.0	13.0	15.0	24.5	66.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;__	1.0	1.0	1.0	1.0	1.0	1.0	12.5	27.0	44.5	74.0	1.0	12.0	17.0	32.0	68.0	1.0	12.0	16.0	25.5	197.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae;g__Nakamurella	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	20.5	34.0	1.0	1.0	15.0	20.0	50.0	1.0	1.0	18.0	27.0	53.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__	1.0	3.25	5.5	7.75	10.0	15.0	18.25	23.5	34.75	44.0	1.0	14.0	18.0	40.0	56.0	1.0	11.0	16.0	30.5	618.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Aquamonas	1.0	1.0	1.0	1.0	1.0	1.0	3.25	16.5	20.0	37.0	1.0	1.0	12.0	22.0	33.0	1.0	1.0	1.0	15.5	37.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;__	1.0	16.25	31.5	46.75	62.0	1.0	1.0	1.0	12.75	67.0	1.0	1.0	1.0	1.0	65.0	1.0	1.0	1.0	20.5	104.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Actinomycetospora	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0	18.0	31.0	1.0	10.0	16.0	22.0	44.0	1.0	1.0	8.0	15.5	52.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;__	1.0	4.75	8.5	12.25	16.0	1.0	1.0	14.0	25.0	40.0	1.0	1.0	10.0	20.0	27.0	1.0	1.0	10.0	20.0	38.0
k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40;f__;g__	15.0	15.0	15.0	15.0	15.0	1.0	1.0	6.5	30.0	58.0	1.0	1.0	15.0	25.0	37.0	1.0	1.0	8.0	18.5	60.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;__	1.0	1.0	1.0	1.0	1.0	1.0	4.5	10.5	22.5	89.0	1.0	1.0	12.0	20.0	42.0	1.0	1.0	1.0	22.5	813.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas	1.0	3.0	5.0	7.0	9.0	1.0	1.0	13.0	21.5	31.0	1.0	1.0	12.0	22.0	50.0	1.0	1.0	9.0	15.0	34.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;__	1.0	1.0	1.0	1.0	1.0	1.0	8.25	20.0	57.75	115.0	1.0	7.0	14.0	24.0	83.0	1.0	6.0	25.0	41.5	122.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;__;__;__	1.0	2.25	3.5	4.75	6.0	1.0	8.75	13.0	24.0	48.0	1.0	9.0	14.0	19.0	51.0	1.0	3.0	11.0	20.0	33.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocapsa	1.0	1.0	1.0	1.0	1.0	1.0	3.5	11.0	15.0	81.0	1.0	1.0	10.0	16.0	37.0	1.0	1.0	1.0	14.0	439.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae;g__	1.0	1.0	1.0	1.0	1.0	1.0	8.0	11.5	13.75	29.0	1.0	9.0	12.0	19.0	32.0	1.0	8.5	11.0	21.5	28.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__koll13;g__	1.0	1.0	1.0	1.0	1.0	1.0	4.0	18.0	21.75	30.0	1.0	7.0	19.0	33.0	68.0	1.0	2.5	20.0	36.0	73.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cryptosporangiaceae;g__	8.0	8.75	9.5	10.25	11.0	1.0	2.0	13.0	23.0	68.0	1.0	1.0	8.0	16.0	27.0	1.0	1.0	1.0	11.5	39.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae];g__	1.0	2.0	3.0	4.0	5.0	1.0	9.75	13.0	19.5	34.0	1.0	7.0	11.0	14.0	19.0	1.0	1.0	7.0	14.5	21.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.25	68.0	1.0	1.0	1.0	26.0	53.0	1.0	1.0	11.0	24.5	234.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineosporia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	13.25	54.0	1.0	1.0	22.0	35.0	55.0	1.0	1.0	1.0	18.5	44.0
k__Bacteria;p__Acidobacteria;c__S035;o__;f__;g__	1.0	1.25	1.5	1.75	2.0	1.0	8.25	14.0	19.5	50.0	1.0	1.0	7.0	20.0	41.0	1.0	2.0	9.0	20.0	36.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__;g__	1.0	1.0	1.0	1.0	1.0	1.0	4.5	22.0	55.5	92.0	1.0	7.0	21.0	42.0	92.0	1.0	1.0	22.0	43.0	68.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium	1.0	3.75	6.5	9.25	12.0	1.0	11.5	18.0	35.75	57.0	1.0	5.0	13.0	23.0	51.0	1.0	1.0	9.0	25.5	55.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinosynnemataceae;__	23.0	23.75	24.5	25.25	26.0	1.0	8.5	30.0	42.75	147.0	1.0	15.0	24.0	71.0	164.0	1.0	13.0	26.0	45.5	114.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__	1.0	3.0	5.0	7.0	9.0	1.0	12.25	25.0	33.75	54.0	1.0	13.0	21.0	45.0	55.0	1.0	8.0	26.0	49.5	131.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.5	24.25	32.0	1.0	1.0	10.0	21.0	28.0	1.0	1.0	1.0	19.0	27.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;__;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	25.5	51.0	1.0	1.0	1.0	1.0	102.0	1.0	1.0	1.0	33.5	70.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Actinoplanes	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.5	20.25	64.0	1.0	1.0	12.0	29.0	49.0	1.0	1.0	1.0	19.0	61.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Kurthia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	57.0	1.0	1.0	1.0	1.0	45.0	1.0	1.0	1.0	1.0	73.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__	1.0	1.0	1.0	1.0	1.0	1.0	2.5	27.5	50.0	161.0	1.0	8.0	21.0	43.0	56.0	1.0	1.0	14.0	39.5	58.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pseudomonas	1.0	3.5	6.0	8.5	11.0	1.0	1.0	1.0	20.0	37.0	1.0	1.0	7.0	15.0	35.0	1.0	1.0	1.0	10.0	23.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	17.0	28.0	1.0	9.0	14.0	16.0	30.0	1.0	1.0	10.0	16.0	30.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29;f__;g__	1.0	12.5	24.0	35.5	47.0	1.0	20.0	55.0	78.0	110.0	1.0	9.0	41.0	55.0	89.0	1.0	3.0	21.0	34.5	75.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;__	5.0	5.25	5.5	5.75	6.0	1.0	3.25	9.0	14.25	37.0	1.0	1.0	14.0	26.0	37.0	1.0	1.0	13.0	19.0	30.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__	46.0	47.25	48.5	49.75	51.0	1.0	11.25	46.0	95.75	146.0	1.0	12.0	45.0	66.0	99.0	1.0	12.5	18.0	48.0	138.0
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	264.0	1.0	1.0	1.0	1.0	14.0	1.0	1.0	1.0	3.5	144.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	63.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	145.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	1.0	1.0	1.0	1.0	1.0	1.0	1.75	7.0	8.75	40.0	1.0	1.0	1.0	9.0	59.0	1.0	1.0	9.0	21.5	102.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;__;__	1.0	1.0	1.0	1.0	1.0	1.0	10.0	14.0	31.0	52.0	1.0	1.0	16.0	38.0	67.0	1.0	3.5	30.0	36.5	120.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodomicrobium	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	41.0	1.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	1.0	107.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__Singulisphaera	1.0	2.5	4.0	5.5	7.0	1.0	1.0	1.0	18.5	27.0	1.0	1.0	1.0	12.0	26.0	1.0	1.0	8.0	13.0	31.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosospira	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	16.75	35.0	1.0	1.0	10.0	14.0	25.0	1.0	1.0	1.0	23.0	82.0
k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__;f__;g__	1.0	2.0	3.0	4.0	5.0	1.0	1.0	11.5	17.5	21.0	1.0	1.0	14.0	20.0	24.0	1.0	1.0	10.0	16.0	22.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;__	1.0	1.0	1.0	1.0	1.0	1.0	1.75	9.0	15.75	28.0	1.0	1.0	11.0	15.0	35.0	1.0	1.0	8.0	11.5	23.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__	1.0	2.25	3.5	4.75	6.0	1.0	21.0	67.5	104.75	525.0	1.0	9.0	14.0	58.0	101.0	1.0	5.0	18.0	42.0	460.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella	5.0	5.75	6.5	7.25	8.0	1.0	6.5	11.5	20.0	108.0	1.0	6.0	10.0	23.0	61.0	1.0	5.0	14.0	31.5	144.0
k__Bacteria;p__Acidobacteria;c__RB25;o__;f__;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	13.0	30.0	1.0	1.0	9.0	17.0	25.0	1.0	1.0	6.0	17.0	34.0
k__Bacteria;p__Planctomycetes;c__;o__;f__;g__	1.0	2.25	3.5	4.75	6.0	1.0	8.25	14.5	20.75	24.0	1.0	1.0	7.0	10.0	28.0	1.0	1.0	7.0	9.5	17.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	141.0	1.0	1.0	1.0	7.0	59.0	1.0	1.0	1.0	8.5	214.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;__	1.0	1.0	1.0	1.0	1.0	1.0	15.5	26.0	50.75	73.0	1.0	5.0	23.0	48.0	61.0	1.0	3.5	23.0	52.0	158.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanicella	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.5	38.0	1.0	1.0	5.0	24.0	41.0	1.0	1.0	1.0	22.5	59.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	18.0	32.0	1.0	1.0	1.0	1.0	33.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus Nitrososphaera	6.0	9.75	13.5	17.25	21.0	1.0	1.0	1.0	1.0	16.0	1.0	1.0	1.0	5.0	35.0	1.0	1.0	1.0	5.5	19.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula	1.0	1.0	1.0	1.0	1.0	1.0	2.5	17.5	24.5	55.0	1.0	1.0	9.0	25.0	50.0	1.0	3.5	17.0	23.0	68.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae;g__Actinomycetales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	71.0	1.0	1.0	1.0	1.0	15.0	1.0	1.0	1.0	1.0	168.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	19.0	40.0	1.0	1.0	9.0	14.0	36.0	1.0	1.0	9.0	14.0	24.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__MND4;g__	1.0	1.0	1.0	1.0	1.0	1.0	7.25	9.5	12.0	39.0	1.0	1.0	4.0	10.0	17.0	1.0	1.0	3.0	9.0	15.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Rhodoblastus	1.0	1.0	1.0	1.0	1.0	1.0	2.25	11.0	13.0	20.0	1.0	1.0	7.0	13.0	28.0	1.0	1.0	1.0	8.0	24.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__;g__	1.0	1.0	1.0	1.0	1.0	1.0	2.0	11.5	18.75	33.0	1.0	1.0	9.0	14.0	23.0	1.0	1.0	5.0	9.0	24.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;__	1.0	1.75	2.5	3.25	4.0	1.0	1.0	11.5	20.75	33.0	1.0	1.0	6.0	16.0	28.0	1.0	1.0	1.0	9.5	23.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata	14.0	16.0	18.0	20.0	22.0	1.0	4.75	19.5	97.0	260.0	1.0	5.0	21.0	50.0	94.0	1.0	1.0	14.0	39.5	115.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__	11.0	13.5	16.0	18.5	21.0	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	8.0	29.0	1.0	1.0	1.0	1.0	30.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;__;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	219.0	1.0	1.0	1.0	1.0	16.0	1.0	1.0	1.0	5.5	370.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Aspromonas	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.75	32.0	1.0	1.0	1.0	9.0	29.0	1.0	1.0	1.0	5.5	16.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas	1.0	2.5	4.0	5.5	7.0	1.0	1.0	1.0	10.25	30.0	1.0	1.0	1.0	9.0	16.0	1.0	1.0	1.0	8.0	27.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidopila	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	51.0	1.0	1.0	1.0	1.0	14.0	1.0	1.0	1.0	1.0	259.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;__;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	13.25	59.0	1.0	1.0	1.0	11.0	26.0	1.0	1.0	1.0	11.5	140.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	10.5	33.0	1.0	1.0	7.0	9.0	55.0	1.0	1.0	3.0	6.5	13.0
k__Bacteria;p__Chloroflexi;c__S085;o__;f__;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.5	18.5	36.0	1.0	1.0	1.0	16.0	28.0	1.0	1.0	1.0	12.0	44.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;__	1.0	4.75	8.5	12.25	16.0	1.0	1.0	1.0	1.0	46.0	1.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0	1.0	33.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Nannocystis	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.5	8.75	13.0	1.0	1.0	7.0	9.0	13.0	1.0	1.0	8.0	10.5	24.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	9.25	53.0	1.0	1.0	1.0	8.0	43.0	1.0	1.0	1.0	1.0	45.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Tetrasphaera	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.5	6.75	17.0	1.0	1.0	4.0	10.0	27.0	1.0	1.0	9.0	18.0	55.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;__	1.0	5.25	9.5	13.75	18.0	1.0	1.0	1.0	1.0	23.0	1.0	1.0	1.0	22.0	60.0	1.0	1.0	1.0	11.5	114.0
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13;f__;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.5	10.75	30.0	1.0	1.0	1.0	11.0	28.0	1.0	1.0	1.0	1.0	20.0
k__Bacteria;p__Armatimonadetes;c__0319-6E2;o__;f__;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	11.25	28.0	1.0	1.0	9.0	19.0	38.0	1.0	1.0	7.0	16.5	27.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__	1.0	5.75	10.5	15.25	20.0	1.0	1.0	1.0	7.75	23.0	1.0	1.0	1.0	9.0	17.0	1.0	1.0	1.0	5.5	32.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__	1.0	3.75	6.5	9.25	12.0	1.0	1.0	5.0	13.25	28.0	1.0	1.0	1.0	14.0	29.0	1.0	1.0	1.0	9.5	72.0
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23;g__	13.0	13.5	14.0	14.5	15.0	1.0	1.0	1.0	29.75	49.0	1.0	1.0	4.0	26.0	55.0	1.0	1.0	1.0	20.0	46.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.75	13.0	1.0	1.0	1.0	8.0	13.0	1.0	1.0	1.0	3.5	14.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Oryzihumus	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	50.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	96.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium]	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	20.0	1.0	1.0	1.0	2.0	55.0	1.0	1.0	1.0	12.5	30.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	121.0	1.0	1.0	1.0	12.0	27.0	1.0	1.0	1.0	1.0	19.0
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__auto67_4W;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.25	20.0	1.0	1.0	1.0	8.0	15.0	1.0	1.0	1.0	7.0	27.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Actinophytocola	1.0	1.5	2.0	2.5	3.0	1.0	1.0	4.5	9.75	26.0	1.0	1.0	2.0	5.0	36.0	1.0	1.0	1.0	3.5	17.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	11.0	1.0	4.0	8.0	10.0	17.0	1.0	1.0	2.0	10.0	76.0
k__Bacteria;p__WS3;c__PRR-12;o__Sediment-1;f__PRR-10;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.75	37.0	1.0	1.0	1.0	10.0	26.0	1.0	1.0	1.0	15.5	29.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae;g__Williamsia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	1.0	1.0	1.0	5.0	19.0	1.0	1.0	1.0	10.5	42.0
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;__;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	16.0	1.0	1.0	5.0	11.0	15.0	1.0	1.0	1.0	9.0	17.0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__AKYG1722;f__;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	19.0	1.0	1.0	1.0	9.0	23.0	1.0	1.0	5.0	12.5	32.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Plesiocystis	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	18.0	1.0	1.0	1.0	7.0	21.0	1.0	1.0	5.0	9.0	22.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	18.0	38.0	1.0	1.0	1.0	16.0	34.0	1.0	1.0	1.0	1.0	58.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	31.0	1.0	1.0	1.0	4.0	21.0	1.0	1.0	1.0	1.0	36.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	9.0	26.0	1.0	1.0	1.0	1.0	20.0	1.0	1.0	1.0	7.0	15.0
