Group 1,Group 2,H,p-value,q-value
Green_hay/bush (n=22),Natural_regen (n=12),6.920779220779224,0.008519984289256535,0.025559952867769607
Green_hay/bush (n=22),seed_mix (n=32),1.3094008264462786,0.2525031676414735,0.2525031676414735
Natural_regen (n=12),seed_mix (n=32),4.784027777777766,0.028724858794455327,0.04308728819168299
