sample-id,depth-1_iter-1,depth-1_iter-2,depth-1_iter-3,depth-1_iter-4,depth-1_iter-5,depth-1_iter-6,depth-1_iter-7,depth-1_iter-8,depth-1_iter-9,depth-1_iter-10,depth-4770_iter-1,depth-4770_iter-2,depth-4770_iter-3,depth-4770_iter-4,depth-4770_iter-5,depth-4770_iter-6,depth-4770_iter-7,depth-4770_iter-8,depth-4770_iter-9,depth-4770_iter-10,depth-9540_iter-1,depth-9540_iter-2,depth-9540_iter-3,depth-9540_iter-4,depth-9540_iter-5,depth-9540_iter-6,depth-9540_iter-7,depth-9540_iter-8,depth-9540_iter-9,depth-9540_iter-10,depth-14310_iter-1,depth-14310_iter-2,depth-14310_iter-3,depth-14310_iter-4,depth-14310_iter-5,depth-14310_iter-6,depth-14310_iter-7,depth-14310_iter-8,depth-14310_iter-9,depth-14310_iter-10,depth-19080_iter-1,depth-19080_iter-2,depth-19080_iter-3,depth-19080_iter-4,depth-19080_iter-5,depth-19080_iter-6,depth-19080_iter-7,depth-19080_iter-8,depth-19080_iter-9,depth-19080_iter-10,depth-23849_iter-1,depth-23849_iter-2,depth-23849_iter-3,depth-23849_iter-4,depth-23849_iter-5,depth-23849_iter-6,depth-23849_iter-7,depth-23849_iter-8,depth-23849_iter-9,depth-23849_iter-10,depth-28619_iter-1,depth-28619_iter-2,depth-28619_iter-3,depth-28619_iter-4,depth-28619_iter-5,depth-28619_iter-6,depth-28619_iter-7,depth-28619_iter-8,depth-28619_iter-9,depth-28619_iter-10,depth-33389_iter-1,depth-33389_iter-2,depth-33389_iter-3,depth-33389_iter-4,depth-33389_iter-5,depth-33389_iter-6,depth-33389_iter-7,depth-33389_iter-8,depth-33389_iter-9,depth-33389_iter-10,depth-38159_iter-1,depth-38159_iter-2,depth-38159_iter-3,depth-38159_iter-4,depth-38159_iter-5,depth-38159_iter-6,depth-38159_iter-7,depth-38159_iter-8,depth-38159_iter-9,depth-38159_iter-10,depth-42929_iter-1,depth-42929_iter-2,depth-42929_iter-3,depth-42929_iter-4,depth-42929_iter-5,depth-42929_iter-6,depth-42929_iter-7,depth-42929_iter-8,depth-42929_iter-9,depth-42929_iter-10,Year_est,Age,OS_location,Lat_long,Establishment,Plough
Whitelands_2018/19_,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.158916686964831,9.146598309812209,9.15987369376287,9.156362584708845,9.157128787509278,9.168428547009816,9.129419607679994,9.131643592013242,9.18343361614556,9.1626052590977,9.284687415373252,9.274800785052332,9.237225865401712,9.275586212465884,9.291822789009586,9.263200800761124,9.263519242205032,9.270539067763483,9.253834439387642,9.267545128565564,9.300297497675114,9.31921410963823,9.296010409293691,9.299596110269697,9.295217131321404,9.30317939103169,9.289495202766304,9.303284732146537,9.314457039137167,9.31271551279527,9.31858862839942,9.30589876882688,9.325584022540054,9.321398826364124,9.31911456579227,9.32149156419915,9.328333108935183,9.310865296632468,9.330271875874075,9.316203230209618,9.331089782772391,9.324935135946223,9.33143430670616,9.334923991475051,9.330817157019682,9.334866135196686,9.328668707475405,9.329518030383989,9.327927159978344,9.326105818908976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,3,SU2990087100,"51.581972, -1.5698756",seed_mix,1
Castle_Field_West_(W),-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.714707145027699,8.648844693762038,8.685392690644997,8.673000899510875,8.666931681950256,8.714273092174876,8.668558212271096,8.627549370073549,8.682491065359152,8.670906824536189,8.777760706448602,8.785499440239754,8.78147251123785,8.774079828260838,8.744105578529805,8.757792856493355,8.756679071030494,8.738856113076922,8.742428961153538,8.76762614514126,8.801648007696885,8.785835527961776,8.753670046679225,8.767377326974627,8.791994281008655,8.772038295666567,8.78071118770893,8.785904796141052,8.787329470668881,8.795368245439995,8.80032623749245,8.789881068599662,8.79881630582095,8.800625159758633,8.80387704137604,8.800718504580276,8.802871314986174,8.810390847959859,8.792687983667323,8.805559697139694,8.806196899932702,8.807971412437722,8.806535270927519,8.803414545449458,8.80935901526745,8.806418408713096,8.808731065399547,8.8049162763054,8.804430926894659,8.804854392166705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,19,SU2950086200,"51.573901, -1.5757235",seed_mix,1
Toposcope_Field_-_1980s,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.019723182774303,9.011423034734593,9.011741970513071,8.986203716931342,9.03189142761376,9.005173575826147,8.966360757409172,8.959670600704781,8.969050795717584,8.991485193903095,9.11629412190825,9.08072671301293,9.099001401968016,9.084062632665324,9.08942748005832,9.094064074440263,9.082490971293044,9.087011989859253,9.069202824759628,9.081650538605455,9.118922520472855,9.105718931094035,9.108687736617028,9.11024113907949,9.114754455999345,9.112123974430697,9.100143457479753,9.11155777189257,9.109191891605358,9.11102744291823,9.116537634806305,9.109791386022906,9.132289471914987,9.123675992186785,9.135982471013229,9.13254875225839,9.131131975676045,9.135978824525935,9.11187263867044,9.120199725485968,9.130874709115536,9.139857182931568,9.1344469022315,9.130648295937744,9.136771554402973,9.134938144511716,9.13749410840655,9.13277589132047,9.13627181317131,9.129012844932696,9.136124581467874,9.1379565940808,9.141625980534982,9.144207674412955,9.138871040968237,9.138705623042576,9.137862226242593,9.13889635279174,9.13735470985825,9.139172223711467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,36,SU2950086600,"51.577497, -1.5756901",Natural_regen,0
Bradenham_post-1986_b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.975285914081905,8.95097617811896,8.950119931599192,8.946136895551824,8.932976404221211,8.957950957395628,8.932611407420845,8.976513215389145,8.93840203003274,8.967289465613561,9.052739311472358,9.016117266377982,9.054385717779445,9.01898116493338,9.034554354984897,9.038724374036263,9.02426370409668,9.033936530376955,9.020278306750798,9.034265518967764,9.079119919107136,9.07218366939454,9.057652932752008,9.067130710989431,9.093509431447892,9.075051346806196,9.085540687271193,9.065256206284648,9.060873443137972,9.07113629956551,9.077312236975736,9.075711224123848,9.077858634697156,9.08474940293129,9.079811596785582,9.078501588683972,9.098135459048802,9.080078657538303,9.086932951951116,9.073778619268394,9.108989625972349,9.09716364299964,9.088241023598332,9.096224387173738,9.092111057278103,9.087485811890977,9.097002314963031,9.09425651174739,9.095604290053934,9.094175460524731,9.103852289147346,9.101338145608397,9.100702075831496,9.107284224930655,9.108014871742764,9.095742143030652,9.092467792634066,9.105985272857875,9.104867547294264,9.097899218885567,9.100878684761708,9.09579095743455,9.107776396724375,9.10166331045753,9.104305460824618,9.100650633666012,9.104196390809472,9.103296099688103,9.10175237872502,9.103656140176732,9.10467200250787,9.106712723885725,9.106338693313456,9.105882758823157,9.10490652230998,9.106691453297744,9.109920405468984,9.106096339677125,9.106672006579826,9.108424370681648,,,,,,,,,,,1986,35,SU8290097718,"51.672127, -0.80258692",seed_mix,1
Lardon_Chase_The_Holies_motorcycle,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.75754904004491,6.769143571870156,6.75717213446453,6.779732540649884,6.722073687981303,6.753125578226308,6.805821035101716,6.775895987571435,6.773302778241976,6.805208433021972,6.780841115853587,6.774014622585199,6.795267460258264,6.793383458566328,6.811984652948719,6.79295993678419,6.780106720599079,6.781164520038571,6.789120357726114,6.82277670714294,6.821911236552661,6.81974387429792,6.799071760050069,6.795858944544336,6.778145321935172,6.816423102174256,6.81510037132182,6.811417509515545,6.80746003485293,6.820434652397699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,14,SU5930079800,"51.514021, -1.1468383",Natural_regen,0
Stonehenge_2000_2017a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.010006039959114,8.987041171013603,8.933443574392987,8.920782811287996,8.949416842965944,8.960195295694621,8.916737150575925,8.954680595152393,8.968058431638513,8.931088288238746,9.020731694144004,9.06130819130664,9.049091274257762,9.045302478929589,9.04617532937889,9.04222221789118,9.037981424410054,9.053835952609123,9.064948861987196,9.02875495734219,9.064903306014804,9.087941640025448,9.076256852866551,9.07792926557378,9.075442000164726,9.067066202968997,9.070548077745332,9.067273789077172,9.075289339139008,9.081907989585943,9.091302821931894,9.085361938434543,9.084950970720016,9.087606955004569,9.07933418698015,9.087762569479391,9.0964639797838,9.095248942263376,9.078015378480126,9.096776980967126,9.098073222726164,9.097282474049708,9.102252477349673,9.096011588858692,9.092783828086755,9.103751178624496,9.097800664670077,9.096711125832275,9.103623324708696,9.092578616654288,9.103032967470588,9.104143736428531,9.100513116604011,9.104720191063231,9.110767767679055,9.096194632779053,9.105667654587212,9.098432306742811,9.101989980316382,9.100530379111316,9.109050762056702,9.11271945990339,9.106781740378866,9.10132877411456,9.106699015180991,9.106976678943392,9.105228173403823,9.107443923137374,9.103385928447588,9.107220391521446,9.110268644582614,9.109182819203593,9.1083680940245,9.10905873725076,9.11085150621937,9.109285179547651,9.110671802691066,9.110760344774327,9.110133796683275,9.109128557266576,,,,,,,,,,,2000,21,SU1370042400,"51.180671, -1.8053828",Green_hay/bush,1
Stonehenge_2003_2017b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.887936861897424,8.912905990053176,8.88257050034831,8.879802398820487,8.877073178680977,8.906684173631447,8.89797485109451,8.910972460725588,8.887723832566598,8.951553584712418,8.95911562785071,8.986371681879556,8.974942692918093,8.99004189719366,9.00908322594322,9.00984715143604,8.977647893297343,8.987587548861994,8.993125425059372,9.00409254799068,9.0147656126497,9.01071892039861,9.009979499822816,8.995194677582042,9.008485320801803,8.998110433319944,9.0107469892153,8.988540173209891,9.019372546298309,9.005703420486048,9.023673994294516,9.034907709230914,9.011941213107631,9.020743583796774,9.00965282241705,9.021713426594726,9.02214580455902,9.0125302538171,9.019884780411616,9.015791032835256,9.033290134159344,9.020996608477049,9.042104403409192,9.04055806902667,9.040458116733491,9.03336000240984,9.03067389941396,9.031463493388724,9.029388558760427,9.024684480838236,9.034718007441246,9.03537227819803,9.04102802140968,9.038378344366972,9.040590120046838,9.03529887717714,9.037185771889517,9.035913423805685,9.039009143478811,9.039350194282116,9.038000879519492,9.040240546102504,9.03982820797164,9.041866077283697,9.038030945448266,9.04191460250964,9.038162574114176,9.040618794685884,9.039918667708294,9.035803719738976,,,,,,,,,,,,,,,,,,,,,2003,18,SU1150041600,"51.173525, -1.8368821",Green_hay/bush,1
Stonehenge_2009,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.010539326775133,8.951230896741365,8.974210129728917,9.002246449813462,8.946724017889872,9.03879738739044,9.01079182207688,8.950890506456558,8.9916503318008,8.965985600432896,9.064092460763058,9.093135266478743,9.058383955946727,9.094550874511237,9.100842381429436,9.09426492795338,9.078284527158166,9.081713412639434,9.082532503970477,9.072625668260548,9.122723465370346,9.137993135094666,9.109244689238237,9.109037731456723,9.13445676236056,9.10199650636883,9.11900008448447,9.12747944708726,9.128758198188258,9.111840559232231,9.137008276425153,9.118048628791708,9.138192407908203,9.126108865001337,9.133666051593808,9.13314842878142,9.13894453586163,9.145881320104497,9.135356248548192,9.13017358543734,9.15143484652448,9.134496455586872,9.143370265606356,9.138410410155876,9.139949590286006,9.14222237813927,9.133585718676114,9.131862194452264,9.135865458780891,9.136588642681494,9.150991000653445,9.151356159433496,9.157064490489388,9.142253503518743,9.145103919324097,9.142075978800785,9.148881898791505,9.148797223754071,9.140681397901126,9.153065404939335,9.147457808695885,9.155681452795868,9.14921228559867,9.156225287012436,9.148532822577485,9.151568806319096,9.15048005857332,9.15152924827085,9.157598707731184,9.1506560793373,9.156828719876009,9.156029759125346,9.156134268653783,9.157419937659746,9.153614789897118,9.155986103306494,9.154370487531738,9.156030294154125,9.157423251233675,9.155802199434566,,,,,,,,,,,2009,12,SU1050041700,"51.174443, -1.8511833",Green_hay/bush,1
Stonehenge_2007_2016,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.982949559210924,8.955911630147906,8.960428113833425,8.924102057071304,8.919614534782086,8.957342582956189,8.928011069026521,8.939665756631648,8.98101782562302,9.009095916776332,9.016666327683676,9.055415090182382,9.028444682100035,9.026715380335151,9.04140147277543,9.027620144576884,9.031003501446513,9.058003293507962,9.033973260285943,9.046186834269196,9.068318906851925,9.071777558538043,9.071043878306533,9.074147025368765,9.065677949095194,9.068402072910578,9.055049438154713,9.079564027207551,9.078149271205293,9.066523912865344,9.068626953890265,9.082550402539256,9.083723892690964,9.081285701208792,9.079223626525293,9.08897057471221,9.070580690342124,9.073087085254764,9.094619288853638,9.082106258692988,9.09991086282334,9.091968218334076,9.090766178594707,9.080972646984224,9.095042608922007,9.100314130554052,9.093074801894891,9.087511583520593,9.085562450305726,9.095900701178175,9.098227206139278,9.099106736704426,9.096813000105112,9.095577115993674,9.099775323540635,9.095171452068705,9.09346792058994,9.08968384328962,9.100627482725024,9.09323335323285,9.097500676992343,9.10074846647542,9.09923435957179,9.09635159284534,9.102161127428868,9.100269078510326,9.102069677025918,9.099712557570715,9.10259695318582,9.10111622043587,,,,,,,,,,,,,,,,,,,,,2007,14,SU1100041900,"51.176233, -1.8440251",Green_hay/bush,1
Stonehenge_2005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.990055052985108,8.983852558390254,8.959044485320078,8.978866644483857,8.97726681198526,8.994529338422486,8.91641410280823,8.93593906439644,8.9469530743516,8.938987839669235,9.043755156621724,9.049892481081304,9.03282901259443,9.063924766840744,9.059318639270389,9.052011473867756,9.052570458672488,9.050691304664856,9.051225459016596,9.045148500938128,9.068056921501933,9.064732492306504,9.070966864088524,9.063931286385934,9.068798749423362,9.057799683738562,9.07676699392637,9.07106400677423,9.0840719473273,9.085910561074265,9.09627722447068,9.084627367530672,9.07418405057918,9.07083677108944,9.081902325500971,9.085077330295318,9.086532758138508,9.080593920244798,9.090394319204265,9.09149665413553,9.087185037874583,9.110800492933288,9.100830228632423,9.0925238271352,9.091187713996751,9.091556883749115,9.094434727090906,9.096474053195276,9.09729961831546,9.095454852333145,9.102752965246829,9.105085119413763,9.098920458348696,9.10214280817788,9.103124316549868,9.105127697048948,9.106472662011186,9.101282825107692,9.101743934725054,9.101230147551368,9.101295018181576,9.105523938593644,9.107349013532277,9.10089754318477,9.10070097337153,9.105675590658706,9.105336467475224,9.102799015721484,9.105381872614652,9.103294792295593,,,,,,,,,,,,,,,,,,,,,2005,16,SU1140042200,"51.178922, -1.8382937",Green_hay/bush,1
