Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	AboveMedian	AboveMedian	AboveMedian	AboveMedian	AboveMedian	BelowMedian	BelowMedian	BelowMedian	BelowMedian	BelowMedian
1CMET2-PWY	6662.534759520694	9422.78060334373	16490.920925515486	22645.804975765514	25799.693668719025	6981.316907351017	9862.056519124078	14857.293621133207	23520.329887838547	28407.315284212906
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	576.3226512808692	916.7084572010872	1651.8212227655763	2124.3282343166675	2818.109755838897	557.7727132429958	1139.9994533743475	1728.0321450951305	2158.0680614145513	5116.450436819428
AEROBACTINSYN-PWY	1.0	10.2798618425497	37.93854613571817	63.44402993849992	107.12396679422514	1.0	16.26281610900845	47.023758728459306	69.54211113380802	118.5146360322545
ALL-CHORISMATE-PWY	491.71854202690116	2346.857347715966	4105.298610422926	6636.31503816586	8758.88182997489	1953.9360731942104	3096.9777965588546	4663.312810332479	7243.4660732691755	9212.235151751658
ANAEROFRUCAT-PWY	8410.366322349586	11355.431400604484	20701.979679936845	29362.031700770895	35112.99562703406	9197.740416397568	12699.282542368066	19820.175230434717	32488.912705176357	36397.0856296011
ANAGLYCOLYSIS-PWY	10191.96944004269	14575.58986448099	24846.409838955347	36112.31274223926	42484.20321348728	10967.61080460933	15480.352411924694	23789.249066189346	38921.78126910892	46568.276968184866
ARG+POLYAMINE-SYN	3250.135627968447	5373.118456575223	9184.003223847041	12469.973478613694	14619.697284503296	3958.9564910304216	5969.356634842392	8329.574088406038	13103.573581853274	20022.65084377447
ARGORNPROST-PWY	1455.4994993995338	2212.8604851287764	4214.353362251507	5913.539885981403	7976.723730494786	1800.06903709932	2758.6939024049825	4314.105766767516	7113.22578557542	8502.208296383937
ARGSYN-PWY	9190.419721675657	12946.895822382681	22500.114110557184	32458.600714464897	38682.62204708438	9990.470516587056	14057.554249244586	21392.76305955076	35230.007389571314	42882.8347846211
ARGSYNBSUB-PWY	9915.66286041475	14052.835309043745	24389.594554353695	35028.679037894646	42165.865897146876	10846.873321632545	15307.612214321995	23054.806549302746	38222.9180969021	46916.65681654342
ARO-PWY	9623.0541531633	13682.875254999093	23423.690631659967	33939.410311481275	40768.41606946282	10333.1686728603	14667.061269361257	21980.67013533137	36584.7992662873	44925.839379198136
ASPASN-PWY	713.710651529822	1743.7713253816823	2746.901787232614	3745.168273353368	4690.920032138791	1167.8758209894554	1816.333471729039	2658.3190642016248	4288.790492304308	8815.04913878659
AST-PWY	1.0	48.27880723167444	84.22499475781086	163.13284503489228	349.51942270956016	16.83714430894309	46.30148065893523	80.03094796269319	139.80796977616515	210.23321880866362
BIOTIN-BIOSYNTHESIS-PWY	2117.7700775751237	4883.030169650334	8836.867708264674	11489.16863052532	18198.46482311936	3476.280757030464	5524.864409307639	8242.99969508779	11217.258456369309	14900.824212078953
BRANCHED-CHAIN-AA-SYN-PWY	13893.917044124097	20803.513423367658	34092.54644882771	51353.58277645997	63356.0387826457	15581.667917865814	22635.35175072205	33699.789724576134	53916.26232493887	68759.5736342039
CALVIN-PWY	10424.816961782743	14725.060810182313	25654.14762493289	36810.408517836775	43265.37900879815	11192.718120345464	15681.722729589172	23807.90571855853	39468.87406402321	47315.60790324054
CATECHOL-ORTHO-CLEAVAGE-PWY	370.2351139614663	713.762216039542	1062.3713957267744	1507.8365373272663	1764.4421791426525	442.3850139310288	753.5595048096496	1341.1987051316937	1734.2118570952348	3326.7102166292143
CENTBENZCOA-PWY	1.0	1.0	1.0	1.0	17.698591549295774	1.0	1.0	1.0	1.0	10.929873772791025
CENTFERM-PWY	974.2017063883111	1625.2613109703307	2569.681914855646	3201.4696614278655	5030.085990588401	1126.2965705046477	2069.457284899081	2638.2883381055253	3673.47121672488	11084.87567614589
CHLOROPHYLL-SYN	1.0	1.0	20.920148204058382	68.54699253500911	169.20606332352165	1.0	1.0	45.36251662711591	94.19125691180754	476.2263728476732
COA-PWY	8823.647908541183	12548.365210587646	21665.49326791315	31672.512868307684	38060.245630495294	9626.243737948267	13672.056313453737	20547.747968117896	34125.28109823519	41746.06449891514
COBALSYN-PWY	4805.875755286295	7246.726205584403	10998.053630452723	16966.371459954797	19814.66808763072	4892.528526245554	7714.000979445362	11094.759893070002	17338.524131513397	23027.877960081067
CODH-PWY	366.0016174672961	596.1542429343801	1085.862649870997	1732.3202268300165	2565.578972984688	464.98716552785305	675.9634954189071	1368.3321451717432	2227.2748376272716	3630.8576159091754
COLANSYN-PWY	6517.22908561333	10066.488053219564	16228.434310448974	24352.45000607332	30885.01910019396	7367.781279703557	10697.499113225911	15163.96535398532	24404.675852189965	34237.57499421159
COMPLETE-ARO-PWY	10171.210988410787	14422.347599026107	24745.455234792098	35857.281585145945	43114.13360318277	10919.376748886209	15507.406628609137	23224.23752890871	38670.26654498416	47403.92832081344
CRNFORCAT-PWY	1.0	117.0282034560903	217.48472497887357	363.4352547300806	533.3056416554275	99.45899945339598	177.5866462802611	293.5964083817189	601.3686947829613	1014.3703061311027
DAPLYSINESYN-PWY	9169.443225478752	13303.700999599734	22458.476156958823	33378.902396657155	38906.56550428705	10074.95826575862	14318.560639295321	22040.01852538777	35230.677728836534	43638.27909825167
DENITRIFICATION-PWY	98.7524798959194	235.12321984397448	397.2902360099808	635.4038804938475	1184.872405574315	130.05944785480227	230.29672451548035	415.0041228311941	615.1344367506042	1088.936800476934
