	Whitelands_2018/19_	Castle_Field_West_(W)	Toposcope_Field_-_1980s	Bradenham_post-1986_b	Lardon_Chase_The_Holies_motorcycle	Stonehenge_2000_2017a	Stonehenge_2003_2017b	Stonehenge_2009	Stonehenge_2007_2016	Stonehenge_2005	Stonehenge_2002_2017	Stonehenge_2010	Stonehenge_2011	Stonehenge_-_Luxenborough_BankB	Watlington_natural_reversion	St_Catherines_A3	HARLEY_FARMS_Chittern	HARLEY_FARMS_New1	HARLEY_FARMS_new2b	WINDMILL_farm	DRUIDS	Stratton_Wood	WESTMEAD_FARM	RSPB_orig_green	RSPB_churchil	RSPB_junction	RSPB_Mainline	Baltic_farm_1	Baltic_farm_2	WestEndFarm	HorntonHouseFarm_1_parallel	TownsendFarm_1	TownsendFarm_2	TownsendFarm_3_big	ChurchFarm	StowellFarms_1_adj	MannorFmAltonBarnes	HommingtonFarm	ThropeManor_1	ThropeManor_2	ThropeManor_3	MannorFmBroadChalke	BigleyFm_1	BigleyFm_2	NorringtonMannorFm_1	NorringtonMannorFm_2	ManorFmBerwickStJohn_1	ManorFmBerwickStJohn_3	Jemma_1	Jemma_2	Jemma_7	Jemma_4	Jemma_5	Jemma_6	Jemma_9	HomeFarm_WoodlandTrust_Hampshire_good_1c	Crux_easton_70b1	Crux_easton_70b2	Martin_Down_arabel_reversion	Parsonage_down_reversion	TARGET_MartinDown	TARGET_St_Catherines	TARGET_ParsonageDown	TARGET_KNEPP_A New_Barn_Field	Knepp_Pond_field	Knepp_Benton_field
Stonehenge_2002_2017	0.676818950930626	0.5881782945736435	0.5801457194899818	0.641313742437338	0.6633221850613155	0.4801932367149758	0.605570530098832	0.5623885918003565	0.5517241379310345	0.5161596958174905	0.0	0.5719626168224299	0.5866551126516465	0.61792863359443	0.6821305841924399	0.6492048643592142	0.5155513666352498	0.6091549295774648	0.7813673929376409	0.7210179076343073	0.6687062937062938	0.6614535418583257	0.6174698795180723	0.5110047846889952	0.5351681957186545	0.54005400540054	0.5503355704697986	0.6855895196506551	0.6094240837696335	0.7062634989200864	0.592964824120603	0.6626192541196878	0.6345975948196114	0.6489547038327527	0.6638078902229846	0.9228295819935691	0.674562306900103	0.5321390937829295	0.806060606060606	0.7521551724137931	0.5845799769850403	0.6698212407991588	0.7432578209277239	0.7314410480349345	0.6648351648351648	0.6528497409326425	0.7885771543086172	0.7090909090909091	0.6828752642706131	0.6422594142259415	0.6434511434511434	0.7713675213675214	0.6078998073217726	0.6015857284440039	0.7034632034632035	0.927038626609442	0.6073619631901841	0.5889328063241107	0.7546754675467546	0.6929046563192904	0.7458379578246392	0.7819548872180451	0.7647714604236343	0.9391955098222639	0.9612109744560076	0.9402985074626866
Stonehenge_2010	0.689419795221843	0.627281460134486	0.6366874443455031	0.6214285714285714	0.6768361581920904	0.5614525139664804	0.476	0.49477682811016144	0.4647887323943662	0.47005988023952094	0.5719626168224299	0.0	0.4497098646034816	0.4854368932038835	0.5912067352666043	0.5356773526370218	0.532258064516129	0.6018018018018018	0.7419100236779794	0.6602822580645161	0.6105947955390335	0.6396568160152526	0.58	0.591705069124424	0.5695431472081218	0.5227062094531975	0.556420233463035	0.6513761467889908	0.565121412803532	0.6597938144329897	0.6169354838709677	0.5580952380952381	0.6274881516587678	0.5411877394636015	0.660245183887916	0.916597853014038	0.6816753926701571	0.6014344262295082	0.7788359788359789	0.6875725900116144	0.6183908045977011	0.6101123595505618	0.6560283687943262	0.6643109540636042	0.5952662721893491	0.5707865168539326	0.7502645502645503	0.6354166666666666	0.6143344709897611	0.5966850828729282	0.5586907449209932	0.6983758700696056	0.6309178743961352	0.6480938416422287	0.60381861575179	0.9128113879003559	0.5928270042194093	0.5772357723577236	0.6794258373205742	0.6785304247990815	0.6927639383155397	0.7417519908987485	0.7127532777115614	0.9209756097560976	0.9571150097465887	0.9272065514103731
Stonehenge_2011	0.7094488188976378	0.6418439716312057	0.6439834024896266	0.6377171215880894	0.7065989847715736	0.5780845556514237	0.4751640112464855	0.5127753303964758	0.4846511627906977	0.49494020239190434	0.5866551126516465	0.4497098646034816	0.0	0.49229374433363554	0.6212510711225364	0.5777153558052435	0.5726643598615917	0.6389802631578947	0.7861230329041488	0.7122302158273381	0.6582703610411419	0.6660854402789886	0.623696682464455	0.603595890410959	0.6128440366972477	0.5642978003384095	0.572841726618705	0.6855087358684481	0.6177339901477833	0.6956967213114754	0.641804788213628	0.5926892950391645	0.6513043478260869	0.5958549222797928	0.6809369951534734	0.9312688821752266	0.69164265129683	0.6203007518796992	0.818609022556391	0.7443991853360489	0.660164271047228	0.6732673267326733	0.7123572170301142	0.7260556127703398	0.6645962732919255	0.6222444889779559	0.7886792452830189	0.705050505050505	0.6423432682425488	0.6472906403940887	0.6254980079681275	0.7474437627811861	0.6560565870910698	0.6624662466246625	0.6670157068062827	0.9236393176279447	0.6392045454545454	0.6147465437788019	0.7200424178154825	0.6978193146417445	0.7167199148029819	0.7574511819116135	0.746822033898305	0.9366754617414248	0.9656084656084656	0.9387417218543046
Stonehenge_-_Luxenborough_BankB	0.7211538461538461	0.6764444444444444	0.6436487638533674	0.6348936170212766	0.7014767932489452	0.6139896373056994	0.5	0.5273052820053715	0.5037735849056604	0.5425434583714547	0.61792863359443	0.4854368932038835	0.49229374433363554	0.0	0.6005361930294906	0.55859375	0.5778761061946903	0.654424040066778	0.7829286239882266	0.707906976744186	0.6777210884353742	0.694468832309043	0.6542502387774594	0.6392459297343616	0.6334883720930232	0.6100840336134454	0.6140035906642729	0.6780748663101605	0.6051282051282051	0.6858974358974359	0.6679069767441861	0.5716878402903811	0.6713656387665198	0.589126559714795	0.7104622871046229	0.9297971918876755	0.7341650671785028	0.6441484300666033	0.8156097560975609	0.7367303609341825	0.6502673796791444	0.6925403225806451	0.7017353579175705	0.7021739130434783	0.6356673960612691	0.6139438085327783	0.7821393523061825	0.6776947705442903	0.6547368421052632	0.638689866939611	0.5970619097586569	0.7317596566523605	0.6633484162895927	0.6797804208600183	0.6513157894736842	0.9226890756302522	0.6492248062015504	0.6303939962476548	0.6847457627118644	0.6808278867102396	0.6855203619909502	0.7312295973884657	0.7133182844243793	0.9351598173515981	0.963302752293578	0.9355670103092784
Watlington_natural_reversion	0.7554479418886199	0.7048736462093863	0.6818181818181818	0.572744014732965	0.7065934065934066	0.6418563922942206	0.6178861788617886	0.6494057724957555	0.6345811051693404	0.6197309417040359	0.6821305841924399	0.5912067352666043	0.6212510711225364	0.6005361930294906	0.0	0.572289156626506	0.6669527896995708	0.6896551724137931	0.7924528301886793	0.7212643678160919	0.7037996545768567	0.6925182481751825	0.645	0.6798623063683304	0.6562203228869895	0.6520640269587195	0.6612758310871518	0.7096069868995634	0.6267087276550999	0.6889632107023411	0.7145522388059702	0.6244343891402715	0.6877256317689531	0.625	0.7337180544105524	0.9267100977198697	0.75	0.6817307692307693	0.8329979879275654	0.7516483516483516	0.671067106710671	0.7119170984455958	0.6600234466588512	0.7147688838782412	0.6685267857142857	0.6447507953340403	0.798582995951417	0.7133550488599348	0.6430155210643016	0.6511627906976745	0.6336528221512248	0.738255033557047	0.6944954128440367	0.7162661737523105	0.6575342465753424	0.9180616740088106	0.6679920477137177	0.6415458937198067	0.6925795053003534	0.7	0.6903073286052009	0.7188940092165899	0.717827626918536	0.9348659003831418	0.9583736689254598	0.9391226499552372
St_Catherines_A3	0.7439446366782007	0.6878048780487804	0.67612076852699	0.641860465116279	0.6776155717761557	0.6294559099437148	0.5798816568047337	0.6050185873605948	0.594541910331384	0.5959302325581395	0.6492048643592142	0.5356773526370218	0.5777153558052435	0.55859375	0.572289156626506	0.0	0.6314312441534145	0.6605839416058394	0.768352365415987	0.675531914893617	0.6510516252390057	0.6583416583416584	0.6129385964912281	0.659238625812442	0.6479591836734694	0.6322463768115942	0.6434108527131783	0.6715328467153284	0.5974625144175317	0.6707466340269278	0.6694214876033058	0.6048780487804878	0.67444120505345	0.6056201550387597	0.7259911894273128	0.9190140845070423	0.7255965292841648	0.651578947368421	0.7882219705549264	0.6941323345817728	0.6399026763990268	0.6716589861751152	0.6324675324675325	0.6624203821656051	0.6195244055068836	0.6007067137809188	0.7462857142857143	0.6514778325123153	0.6287787182587666	0.6161026837806302	0.5848161328588375	0.7153465346534653	0.6905697445972495	0.6838905775075987	0.5896103896103896	0.9130850047755492	0.6471861471861472	0.6219895287958115	0.6543535620052771	0.66625	0.649867374005305	0.6391478029294274	0.6790450928381963	0.9208025343189018	0.9566137566137566	0.9296187683284457
HARLEY_FARMS_Chittern	0.6607445008460237	0.6062322946175638	0.6060070671378092	0.6056091148115688	0.6803900325027086	0.5204460966542751	0.6121908127208481	0.5493333333333333	0.5502304147465438	0.5205992509363296	0.5155513666352498	0.532258064516129	0.5726643598615917	0.5778761061946903	0.6669527896995708	0.6314312441534145	0.0	0.588702559576346	0.7633760361718162	0.7104029990627929	0.6426056338028169	0.6768402154398564	0.6164519326065411	0.5616438356164384	0.5381526104417671	0.5108892921960072	0.5222007722007722	0.686358754027927	0.5983350676378772	0.6843243243243243	0.5666666666666667	0.6149068322981367	0.6144578313253012	0.6142983230361871	0.6334488734835355	0.9265402843601895	0.6687054026503568	0.5851703406813628	0.8061630218687873	0.7544973544973544	0.5887005649717514	0.6597077244258872	0.7172264355362947	0.7218614718614719	0.6334440753045404	0.6288981288981289	0.7781094527363184	0.6957446808510638	0.6613756613756614	0.6209424083769634	0.6222684703433923	0.7524012806830309	0.6110056925996205	0.6302681992337165	0.6871628910463862	0.9273034657650042	0.6036400404448938	0.5757874015748031	0.7461873638344226	0.693565976008724	0.7415115005476451	0.7863157894736842	0.7601760176017601	0.9402573529411765	0.963821892393321	0.9394463667820069
HARLEY_FARMS_New1	0.6070175438596491	0.6524112829845314	0.65961049957663	0.6440101954120646	0.722048066875653	0.582963620230701	0.668918918918919	0.6335559265442404	0.6218340611353712	0.6084284460052678	0.6091549295774648	0.6018018018018018	0.6389802631578947	0.654424040066778	0.6896551724137931	0.6605839416058394	0.588702559576346	0.0	0.7415902140672783	0.6797323135755258	0.6370044052863436	0.6177570093457944	0.5891238670694864	0.6115992970123023	0.5563241106719368	0.5674499564838991	0.5509433962264151	0.7287784679089027	0.642570281124498	0.695837780149413	0.570281124497992	0.6626814688300597	0.5741444866920152	0.651541095890411	0.6024734982332155	0.9285153181461115	0.6170886075949367	0.6107843137254902	0.8035714285714286	0.7452229299363057	0.6516129032258065	0.6558915537017727	0.7377919320594479	0.7382978723404255	0.6663078579117331	0.6653225806451613	0.7743538767395626	0.7163712200208551	0.6893704850361198	0.6726907630522089	0.6616314199395771	0.7563559322033898	0.6669691470054446	0.670064874884152	0.70276008492569	0.9203389830508475	0.631786771964462	0.6091954022988506	0.7556512378902045	0.7403141361256544	0.777542372881356	0.79375	0.799575821845175	0.9317343173431735	0.9611111111111111	0.9314236111111112
HARLEY_FARMS_new2b	0.7862993298585257	0.7845171588188348	0.7864077669902912	0.7902511078286558	0.8287037037037037	0.7630188679245283	0.7751703255109765	0.7833333333333333	0.7874251497005988	0.780359820089955	0.7813673929376409	0.7419100236779794	0.7861230329041488	0.7829286239882266	0.7924528301886793	0.768352365415987	0.7633760361718162	0.7415902140672783	0.0	0.5882936507936508	0.611013986013986	0.712108382726503	0.7023381294964028	0.7494217424826523	0.7316455696202532	0.7431124348473567	0.7584579071597167	0.8229842446709916	0.7652790079716564	0.7996201329534662	0.760777683854607	0.791885800150263	0.7654123298638911	0.7684691546077684	0.7449768160741885	0.8724939855653568	0.7887197851387645	0.7790794979079498	0.7355623100303952	0.7484662576687117	0.7865168539325843	0.7431539187913125	0.787192118226601	0.7645875251509054	0.782319391634981	0.7626811594202898	0.7275449101796407	0.7345924453280318	0.7941176470588235	0.7875555555555556	0.771505376344086	0.7306889352818372	0.7960159362549801	0.8001624695369618	0.7869481765834933	0.8176100628930818	0.7679033649698016	0.7703703703703704	0.802	0.8450834879406308	0.8433268858800773	0.8560533841754051	0.8612997090203686	0.7975951903807615	0.8966824644549763	0.8058161350844277
WINDMILL_farm	0.7407749077490775	0.7163265306122449	0.7181903864278982	0.705937794533459	0.7531172069825436	0.6876790830945558	0.7077363896848138	0.7168784029038112	0.7095238095238096	0.6941514860977949	0.7210179076343073	0.6602822580645161	0.7122302158273381	0.707906976744186	0.7212643678160919	0.675531914893617	0.7104029990627929	0.6797323135755258	0.5882936507936508	0.0	0.5530054644808743	0.6090808416389811	0.5841346153846154	0.6939364773820982	0.6395604395604395	0.6688493919550982	0.6883116883116883	0.7310606060606061	0.6575505350772889	0.7009102730819246	0.6773127753303965	0.7148325358851675	0.6739356178608515	0.689922480620155	0.7007648183556405	0.8747534516765286	0.7016706443914081	0.6907894736842105	0.6858288770053476	0.6397163120567376	0.6765083440308087	0.6385696040868455	0.680327868852459	0.6569037656903766	0.6631578947368421	0.6573170731707317	0.646112600536193	0.6229508196721312	0.681360201511335	0.6678787878787878	0.6593939393939394	0.6414285714285715	0.7114788004136504	0.7174603174603175	0.6750663129973474	0.8177727784026997	0.6693363844393593	0.6670281995661606	0.7148760330578512	0.7579214195183777	0.7570093457943925	0.788860103626943	0.8007915567282322	0.8043478260869565	0.9103030303030303	0.8182883939038686
