Group 1,Group 2,Sample size,Permutations,pseudo-F,p-value,q-value
1940-60,1981-2000,16,999,2.0938039439354394,0.04,0.08
1940-60,2001-2010,26,999,1.843187032736997,0.04,0.08
1940-60,2011-2020,25,999,2.0147946345372403,0.026,0.08
1981-2000,2001-2010,38,999,0.8712471052423159,0.575,0.649
1981-2000,2011-2020,37,999,1.093879586186146,0.311,0.4665
2001-2010,2011-2020,47,999,0.817121197395679,0.649,0.649
