OTU ID	Whitelands_2018_19	Castle_Field_West_(W)	Toposcope_Field_-_1980s	Bradenham_post-1986_b	Lardon_Chase_The_Holies_motorcycle	Stonehenge_2000_2017a	Stonehenge_2003_2017b	Stonehenge_2009	Stonehenge_2007_2016	Stonehenge_2005	Stonehenge_2002_2017	Stonehenge_2010	Stonehenge_2011	Stonehenge_-_Luxenborough_BankB	Watlington_natural_reversion	St_Catherines_A3	HARLEY_FARMS_Chittern	HARLEY_FARMS_New1	HARLEY_FARMS_new2b	WINDMILL_farm	DRUIDS	Stratton_Wood	WESTMEAD_FARM	RSPB_orig_green	RSPB_churchil	RSPB_junction	RSPB_Mainline	Baltic_farm_1	Baltic_farm_2	WestEndFarm	HorntonHouseFarm_1_parallel	TownsendFarm_1	TownsendFarm_2	TownsendFarm_3_big	ChurchFarm	StowellFarms_1_adj	MannorFmAltonBarnes	HommingtonFarm	ThropeManor_1	ThropeManor_2	ThropeManor_3	MannorFmBroadChalke	BigleyFm_1	BigleyFm_2	NorringtonMannorFm_1	NorringtonMannorFm_2	ManorFmBerwickStJohn_1	ManorFmBerwickStJohn_3	Jemma_1	Jemma_2	Jemma_7	Jemma_4	Jemma_5	Jemma_6	Jemma_9	HomeFarm_WoodlandTrust_Hampshire_good_1c	Crux_easton_70b1	Crux_easton_70b2	Martin_Down_arabel_reversion	Parsonage_down_reversion	TARGET_MartinDown	TARGET_St_Catherines	TARGET_ParsonageDown	TARGET_KNEPP_A New_Barn_Field	Knepp_Pond_field	Knepp_Benton_field
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Monocillium	0.0	0.0	9.0	8.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	10.0	0.0	0.0	2.0	0.0	7.0	63.0	23.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	11.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	16.0	128.0	31.0	1.0	10.0	18.0	15.0	7.0	0.0	0.0	16.0	0.0	0.0	7.0	5.0	0.0	0.0	21.0	42.0	20.0	0.0	43.0	39.0	0.0	17.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae;g__Petrakia	0.0	61.0	2.0	16.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	9.0	7.0	0.0	0.0	8.0	9.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	9.0	0.0	0.0	0.0	10.0	0.0	0.0	8.0	10.0	0.0	2.0	1.0	21.0	98.0	74.0	1.0	0.0	5.0	0.0	25.0	1.0	5.0	11.0	12.0	9.0	4.0	5.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricales_fam_Incertae_sedis;g__Lepista	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pulvinulaceae;g__Pulvinula	50.0	36.0	0.0	0.0	0.0	0.0	39.0	89.0	0.0	13.0	0.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	7.0	0.0	0.0	0.0	65.0	51.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	101.0	0.0	0.0	13.0	0.0	40.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	52.0	0.0	0.0	23.0	6.0	15.0	0.0	37.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;__;__;__	2.0	0.0	0.0	4.0	0.0	3.0	0.0	2.0	0.0	2.0	25.0	1.0	0.0	5.0	21.0	8.0	1.0	0.0	1.0	1.0	0.0	17.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	5.0	3.0	2.0	14.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Stachybotrys	17.0	33.0	7.0	7.0	0.0	18.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	6.0	29.0	17.0	9.0	0.0	3.0	63.0	0.0	43.0	35.0	10.0	25.0	0.0	0.0	6.0	3.0	0.0	0.0	88.0	0.0	21.0	6.0	5.0	0.0	14.0	2.0	1.0	7.0	4.0	6.0	0.0	18.0	0.0	0.0	0.0	17.0	1.0	10.0	1.0	0.0	0.0	6.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Chaetasbolisia	0.0	0.0	3.0	6.0	0.0	0.0	4.0	12.0	9.0	3.0	0.0	4.0	11.0	5.0	0.0	0.0	24.0	0.0	0.0	0.0	14.0	9.0	0.0	0.0	0.0	3.0	11.0	0.0	14.0	0.0	2.0	9.0	0.0	19.0	7.0	0.0	41.0	0.0	7.0	0.0	0.0	5.0	0.0	36.0	33.0	6.0	8.0	9.0	5.0	0.0	7.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Olpidiomycota;c__Olpidiomycetes;o__Olpidiales;f__Olpidiaceae;g__Olpidium	9.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	12.0	5.0	3.0	0.0	0.0	0.0	55.0	38.0	52.0	0.0	0.0	0.0	1.0	0.0	15.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	7.0	6.0	2.0	2.0	22.0	7.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
k__Fungi;p__Kickxellomycota;c__GS19;o__GS19_ord_Incertae_sedis;f__GS19_fam_Incertae_sedis;g__GS19_gen_Incertae_sedis	0.0	0.0	7.0	11.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	15.0	0.0	2.0	127.0	0.0	7.0	21.0	0.0	8.0	58.0	0.0	0.0	0.0	0.0	10.0	4.0	8.0	24.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Tremellodendropsidales;f__Tremellodendropsidales_fam_Incertae_sedis;g__Tremellodendropsidales_gen_Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pyronemataceae_gen_Incertae_sedis	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	40.0	192.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	16.0	26.0	14.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis	1.0	0.0	4.0	0.0	0.0	27.0	2.0	20.0	7.0	23.0	5.0	0.0	13.0	2.0	0.0	5.0	5.0	2.0	7.0	16.0	0.0	0.0	11.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	11.0	0.0	0.0	86.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	5.0	3.0	2.0	0.0	0.0	0.0	19.0	33.0	0.0	0.0	8.0	48.0	372.0	28.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Dichotomopilus	146.0	2.0	0.0	2.0	0.0	4.0	0.0	5.0	65.0	18.0	0.0	12.0	7.0	20.0	0.0	204.0	0.0	5.0	5.0	0.0	3.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	25.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	230.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae;g__Cyphellophoraceae_gen_Incertae_sedis	27.0	1.0	0.0	0.0	0.0	0.0	17.0	8.0	2.0	2.0	0.0	17.0	16.0	4.0	4.0	0.0	9.0	0.0	0.0	36.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	16.0	2.0	16.0	4.0	0.0	14.0	2.0	8.0	19.0	0.0	32.0	0.0	0.0	6.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_fam_Incertae_sedis;g__Sporidiobolales_gen_Incertae_sedis	0.0	6.0	4.0	5.0	86.0	0.0	5.0	0.0	0.0	1.0	11.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	5.0	1.0	0.0	36.0	0.0	0.0	0.0	19.0	9.0	0.0	0.0	30.0	2.0	0.0	4.0	25.0	2.0	0.0	0.0	0.0	5.0	1.0	4.0	2.0	0.0	0.0	5.0	4.0	22.0	0.0	4.0	2.0	5.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Lachnaceae;g__Lachnellula	0.0	0.0	0.0	10.0	0.0	6.0	0.0	3.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	40.0	12.0	18.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	55.0	1.0	0.0	0.0	103.0	0.0	0.0	19.0	0.0	0.0	12.0	0.0	8.0	6.0	0.0	0.0	82.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipita	180.0	10.0	7.0	0.0	1.0	6.0	26.0	241.0	35.0	18.0	6.0	49.0	188.0	9.0	0.0	2.0	13.0	0.0	0.0	0.0	0.0	31.0	14.0	107.0	19.0	13.0	147.0	0.0	0.0	0.0	5.0	9.0	0.0	0.0	0.0	0.0	273.0	0.0	0.0	12.0	5.0	10.0	0.0	11.0	4.0	29.0	0.0	20.0	24.0	0.0	76.0	0.0	21.0	38.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	8.0	1.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;__	0.0	0.0	0.0	56.0	0.0	0.0	10.0	0.0	0.0	2.0	0.0	0.0	3.0	2.0	107.0	26.0	9.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	34.0	1.0	33.0	0.0	0.0	0.0	7.0	0.0	7.0	15.0	0.0	5.0	6.0	0.0	18.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	27.0	8.0	7.0	10.0	15.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Septoriella	3.0	0.0	19.0	0.0	0.0	24.0	3.0	10.0	4.0	22.0	11.0	26.0	8.0	13.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	13.0	0.0	0.0	0.0	0.0	0.0	8.0	9.0	0.0	22.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Pleuroascaceae;g__Pleuroascaceae_gen_Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	25.0	25.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Apiosordaria	0.0	7.0	24.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	5.0	13.0	29.0	0.0	1.0	0.0	0.0	0.0	3.0	20.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	13.0	0.0	0.0	61.0	11.0	1.0	2.0	21.0	18.0	0.0	0.0	7.0	8.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	30.0	0.0	0.0	12.0	3.0	7.0	7.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metacordyceps	3.0	0.0	0.0	0.0	0.0	4.0	11.0	14.0	12.0	9.0	15.0	10.0	18.0	10.0	0.0	2.0	2.0	2.0	5.0	76.0	27.0	6.0	0.0	2.0	15.0	1.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	5.0	14.0	0.0	0.0	5.0	2.0	10.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	25.0	13.0	40.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Amphisphaeriales;f__Sporocadaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Alloacremonium	0.0	35.0	2.0	6.0	0.0	5.0	10.0	21.0	26.0	27.0	6.0	21.0	41.0	20.0	3.0	0.0	13.0	2.0	0.0	3.0	0.0	0.0	0.0	54.0	24.0	15.0	0.0	44.0	0.0	0.0	2.0	5.0	0.0	15.0	9.0	0.0	8.0	22.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	31.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscyphaceae_gen_Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	9.0	0.0	19.0	67.0	0.0	2.0	25.0	2.0	0.0	0.0	11.0	3.0	0.0	18.0	22.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	24.0	0.0	0.0	6.0	0.0	2.0	0.0	11.0	4.0	2.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Darksidea	6.0	0.0	0.0	2.0	0.0	2.0	6.0	0.0	0.0	0.0	16.0	8.0	18.0	0.0	0.0	2.0	13.0	1.0	0.0	5.0	0.0	11.0	4.0	0.0	0.0	22.0	0.0	61.0	0.0	0.0	0.0	4.0	0.0	6.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	195.0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizomycetes_ord_Incertae_sedis;f__Pezizomycetes_fam_Incertae_sedis;g__Pezizomycetes_gen_Incertae_sedis	0.0	0.0	12.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	22.0	13.0	11.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	7.0	33.0	8.0	0.0	3.0	33.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Cephalotrichum	5.0	3.0	3.0	6.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	43.0	0.0	0.0	48.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavariaceae_gen_Incertae_sedis	0.0	0.0	94.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	53.0	1.0	0.0	12.0	5.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	1.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	4.0	0.0	39.0	15.0	56.0	0.0	12.0	0.0	67.0	215.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Sporothrix	47.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	11.0	1.0	12.0	13.0	0.0	0.0	0.0	19.0	28.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	67.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	18.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis	11.0	4.0	9.0	17.0	5.0	21.0	11.0	8.0	23.0	13.0	53.0	64.0	17.0	12.0	14.0	13.0	44.0	14.0	1.0	24.0	8.0	23.0	0.0	34.0	42.0	21.0	17.0	2.0	2.0	0.0	0.0	15.0	0.0	24.0	26.0	17.0	80.0	0.0	12.0	10.0	17.0	6.0	31.0	8.0	1.0	6.0	21.0	12.0	0.0	15.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	72.0	0.0	14.0	8.0	26.0	9.0	13.0	2.0	4.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma	0.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	24.0	13.0	0.0	0.0	17.0	88.0	46.0	0.0	0.0	0.0	0.0	1.0	34.0	0.0	0.0	4.0	7.0	11.0	15.0	0.0	0.0	2.0	0.0	24.0	6.0	16.0	0.0	0.0	22.0	0.0	16.0	6.0	35.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	22.0	0.0	0.0	0.0	9.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dacampiaceae;g__Aaosphaeria	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	3.0	11.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Lasionectria	13.0	0.0	0.0	1.0	0.0	9.0	4.0	5.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	3.0	0.0	5.0	1.0	12.0	0.0	4.0	17.0	16.0	32.0	0.0	0.0	0.0	0.0	10.0	18.0	4.0	22.0	0.0	43.0	0.0	0.0	0.0	8.0	46.0	0.0	6.0	22.0	1.0	0.0	6.0	1.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Nectriella	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	7.0	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	46.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium	18.0	0.0	0.0	0.0	35.0	1.0	4.0	27.0	0.0	9.0	12.0	9.0	21.0	42.0	0.0	0.0	0.0	34.0	37.0	0.0	0.0	2.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	10.0	31.0	21.0	0.0	0.0	10.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	13.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	3.0	0.0	36.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinales_fam_Incertae_sedis;g__Sebacinales_gen_Incertae_sedis	26.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
