# Constructed from biom file
OTU ID	Whitelands_2018_19_	Castle_Field_West__W_	Toposcope_Field_-_1980s	Bradenham_post-1986_b	Lardon_Chase_The_Holies_motorcycle	Stonehenge_2000_2017a	Stonehenge_2003_2017b	Stonehenge_2009	Stonehenge_2007_2016	Stonehenge_2005	Stonehenge_2002_2017	Stonehenge_2010	Stonehenge_2011	Stonehenge_-_Luxenborough_BankB	Watlington_natural_reversion	St_Catherines_A3	HARLEY_FARMS_Chittern	HARLEY_FARMS_New1	HARLEY_FARMS_new2b	WINDMILL_farm	DRUIDS	Stratton_Wood	WESTMEAD_FARM	RSPB_orig_green	RSPB_churchil	RSPB_junction	RSPB_Mainline	Baltic_farm_1	Baltic_farm_2	WestEndFarm	HorntonHouseFarm_1_parallel	TownsendFarm_1	TownsendFarm_2	TownsendFarm_3_big	ChurchFarm	StowellFarms_1_adj	MannorFmAltonBarnes	HommingtonFarm	ThropeManor_1	ThropeManor_2	ThropeManor_3	MannorFmBroadChalke	BigleyFm_1	BigleyFm_2	NorringtonMannorFm_1	NorringtonMannorFm_2	ManorFmBerwickStJohn_1	ManorFmBerwickStJohn_3	Jemma_1	Jemma_2	Jemma_7	Jemma_4	Jemma_5	Jemma_6	Jemma_9	HomeFarm_WoodlandTrust_Hampshire_good_1c	Crux_easton_70b1	Crux_easton_70b2	Martin_Down_arabel_reversion	Parsonage_down_reversion	TARGET_MartinDown	TARGET_St_Catherines	TARGET_ParsonageDown	TARGET_KNEPP_A_New_Barn_Field	Knepp_Pond_field	Knepp_Benton_field
PWY-6383	2218.234813006107	1876.0843271966596	1811.7044589446414	1211.8559589569934	1070.8168789023864	1944.7639899677474	1888.8767644491134	2115.3364651859524	1846.1976316233256	1790.2550707174873	2079.1352824060777	1807.7647161273776	2013.589511726047	1650.1052433606283	1188.8704749793576	1445.8716361246898	2145.771320144169	2172.126166463861	1923.5963122072599	1873.3975408713031	1898.3934441574295	2169.513095501849	1961.9951170650693	1895.0458333971085	1970.8088503796648	2045.5926641209721	2255.8584174628413	1779.9355974707648	1904.436022450376	2331.4189757744134	2336.1387172373816	1936.4205536027193	1834.8266935531205	1991.1884536861396	2122.447783538355	2411.2219547606664	1877.1161310951472	1857.1440145082988	2624.3009713718966	2051.2996057942864	2153.6794758282176	2065.1610555673183	1647.3526073912847	1619.9926084910037	2173.5586955826548	2163.087798634957	2669.0239079630214	1978.6039556821913	1853.7910673783415	1866.7680801272152	1737.5567340252856	1763.511950469228	1488.1483769166214	1554.3901825576077	1631.7374300334177	2151.4993915105256	1816.8429237634673	1641.911624136612	2206.491836387695	1674.9204956704232	1768.3324837147659	1609.9143482814695	1318.1331125738197	1757.4129665846092	1934.808960641807	1557.1890452787757
PWY-6385	8678.592268502489	8941.425702983079	8846.959631472268	8415.166238932834	8335.65236526187	9017.597877946739	8948.21960281153	9147.450846953228	8849.80078914941	8944.5740565297	9163.617794759306	8750.311683327775	8806.100713337293	8596.8944578144	8147.132916582317	8371.53238850817	8892.944019311537	9010.385073796251	9169.564643940526	9090.643478536347	9198.725464364024	8871.533155838133	8828.566748705403	9230.202783227604	9089.30847378678	9117.105727157497	9005.27673053818	8996.796686963864	9044.333372155463	9086.864484558588	9134.488313935288	8744.62238311592	8891.097199058004	8904.727465352851	8966.805265949073	9412.347801589076	8701.580676835321	9212.240282367997	9667.868422629252	8990.360411737902	9184.87454350179	9090.986991891004	8776.681933903606	8798.791689707341	8906.59009198908	8798.268533519366	9382.661837731806	9447.379350960564	8740.12229851384	8878.542207637634	9002.428027423437	9007.851175112091	9117.141149174164	9078.84057564547	8971.299282519476	8898.860876427889	9292.391053604944	8991.486636886375	8894.089506682882	8706.257641578808	8626.042389863065	8208.459940832896	8866.044839099946	8977.012056207344	8863.424658276777	8652.07231373638
PWY-6386	8661.672811670362	8932.972523280989	8835.935153810105	8369.308653138693	8454.052825568227	9014.9291787174	8930.515387230042	9156.469741716164	8840.473281426219	8942.527346319093	9174.673200148476	8752.748586477821	8801.709815384347	8583.33137877808	8122.562975077779	8359.32889640901	8890.054354622935	9027.60262694388	9186.807048154562	9116.608182658489	9215.87547527678	8854.464059892354	8803.024357983888	9248.630725350868	9097.250751650128	9129.188104775336	9002.761630312716	8955.001629348819	9033.324636295905	9089.375010695201	9141.481064723293	8711.43380048934	8893.847581771273	8898.860463060688	8962.259912357531	9562.148509664079	8686.39692338786	9226.36358904072	9759.881514349001	9062.136865773804	9212.101814116188	9097.58824096391	8828.886562891033	8878.885437790515	8896.561690727314	8798.87494656519	9465.035014661338	9491.842517369823	8699.061683234522	8869.193359113093	8998.049792870846	9003.255906042274	9141.621524739177	9068.819646233	8974.024176365843	8883.88730052179	9320.400236307303	8977.142315566547	8816.049413052493	8621.307808937723	8545.650430319825	8157.673293822414	8792.829742651431	8958.791190946658	8865.736067349142	8588.922673842828
PWY-6387	9447.068572525752	9618.777290210925	9532.125769709484	9370.171460411479	9094.937366376422	9669.079983539534	9597.935576154461	9704.734363020325	9640.514738492082	9665.539631076434	9755.672523523763	9547.507541572024	9565.486219501361	9537.255273135299	9170.069086234389	9348.258258178545	9617.834741698309	9628.755325117707	9599.850446458348	9552.748902328458	9597.611848535345	9448.831385703901	9539.516602745824	9789.911912586545	9739.083058859174	9673.031741265264	9678.673681710485	9614.475060103514	9660.599804076646	9713.869293557087	9687.68096661636	9559.34724836765	9517.954651272035	9617.560851358152	9585.490299371484	9499.38671486935	9506.864123014353	9765.60356412406	9840.697331513813	9402.649766392193	9789.995445376006	9755.318261948569	9375.12822957558	9239.544968133625	9646.062620204259	9596.077967214265	9722.882541861329	9827.032383702492	9611.480715861648	9651.969694528525	9692.242356301347	9567.920293942418	9664.342107919721	9687.447617622754	9705.599181242758	9107.02276820157	9756.124405583447	9588.97995898521	9314.855527616042	9363.879629654815	9261.410237628563	9158.214914497901	9347.710338329856	9129.03745273382	9018.030290227776	8766.715616079218
PWY-6396	1325.31713273221	1197.3130174385426	1412.85540428892	746.2698698922597	1493.5166520194816	1197.2005724115916	1298.0186064493337	1386.5408144714888	1229.4247595058387	1088.7313282209054	1366.3555280693145	1259.4373601404673	1163.1272413002562	1066.4201581879902	950.576022025291	1411.6643171163034	1344.9744765788926	1323.1314878950109	1174.182007542674	1320.4351345752038	1577.051944348231	1101.4646911179827	1091.0130530044985	1479.029263810614	1309.3773341162537	1389.9026951611422	1282.9813758459768	1346.7681597761232	1259.7743701125146	1342.9281027947227	1488.1545557180882	1155.7975344806796	1363.1628547990504	1196.3695335907428	1385.711010757871	1672.0393078746142	1447.3894634446463	1681.216178603393	1932.0008027747824	1809.4476742800905	1755.6725422162488	1368.4775058131204	1549.1981987865545	1666.6154646087837	1363.7328635863475	1486.6168704402328	1714.1841798151693	1821.6979755460625	1003.3269469812882	1342.3579649852475	1540.957611571367	1196.1123214811535	1681.5794136757695	1395.9270516867828	1482.0651472100953	827.7410161830951	1632.9474398851382	1421.531386818658	1444.797450490308	1325.3055927299285	1544.7781089841762	1525.7599662701762	1449.3500829055783	1078.4070421773667	1538.2552584450887	1132.8587405941528
PWY-6397	236.7864193128912	410.85525058206036	391.0910212477628	251.20815713640425	313.55665163272903	346.80314992778966	476.1360105825588	436.76854247929884	373.8465485167611	343.76020786949226	488.1235220158304	413.07992862065294	462.98040720242903	346.5055856957986	275.5964820738465	414.8596045706142	437.7099233854992	292.7042444716231	216.96441194953152	286.6108219769318	445.39634807290713	361.6632586434041	403.66580920238226	371.66038386201706	392.112938374315	335.51588382662186	394.3933369998445	666.4830335256158	531.3283650287844	601.7661618613905	462.2813306536947	805.7515169199128	269.05422703307727	717.3526874301156	314.75186015155737	160.98993570064368	147.19172029968095	463.6705608755524	453.6737395494223	583.9631980394131	741.8783850005321	328.94148694117456	473.18988323218673	406.758977427173	699.2962782145673	501.3438132431069	396.5586782898713	494.02385857549746	404.4716170295015	593.0133567269459	512.0311446881776	402.4165044693947	323.2600856440741	348.5639614311941	455.06619595658594	305.82365696038244	369.40331224401933	360.1354478013207	1021.4733836473325	660.0977626908095	672.6384259547649	733.054973295701	577.01548036311	320.8312601148774	181.45110598206938	252.669867347378
PWY-6404	799.2970941221995	1341.9941652727853	1279.8808850309738	842.660729679991	1024.4375185562646	1141.462010622521	1521.8873478550227	1410.8133717513736	1229.1747746385897	1137.9905093209043	1564.016015736035	1344.6541516342988	1484.7605047233865	1147.0042939307814	923.6304712523878	1341.6491780030206	1413.6250949420025	980.1242234872183	740.9389171092826	963.1226965082237	1433.261703835966	1188.7966781117598	1315.5947587208514	1224.4998153475326	1283.1163099825685	1106.5940246127216	1284.287662182718	2027.9142804469307	1678.8032265263535	1870.3841731302562	1482.7663825949353	2371.1167917085145	909.5855249150158	2156.7796624358057	1045.244811095378	562.5616265738707	516.5778162858842	1491.676454934888	1467.4250424797897	1808.6595571252758	2228.799122417738	1092.7558360838098	1507.5842082809888	1308.7323626458012	2118.9102192612536	1593.323262372737	1302.5625717567802	1567.2683073840328	1318.6013833071554	1843.435261128475	1620.6591908612832	1314.1658697006776	1074.6765494537037	1152.8501683981847	1464.862300403522	1029.037072529076	1216.647175427497	1186.75186516075	2872.3457786077684	2012.663024801941	2048.0346844875903	2179.497044049279	1784.0683073566695	1077.439894718517	637.7559629877056	858.8005508344272
PWY-6467	4336.0	4994.95	5094.270000000001	6062.54	4855.58	4197.5	4435.780000000001	3770.1600000000003	4385.81	4372.57	3912.0800000000004	4740.200000000001	4500.62	5050.609999999999	6165.21	5184.6	4349.68	3880.83	4002.2399999999993	4250.09	3949.61	4116.24	4661.41	4327.41	4251.26	4279.3	4199.46	4311.33	4628.49	4279.829999999999	3512.59	5067.97	4576.0	4537.78	4392.5	2820.18	4049.2399999999993	3930.5000000000005	2560.5	3460.29	3686.92	4315.33	4645.59	4036.9500000000003	4230.17	4577.5	3060.61	3672.55	4545.67	4733.67	4340.84	4184.84	4353.360000000001	4451.92	4611.25	4404.92	4104.659999999999	4377.33	4675.910000000001	5182.41	5135.0	5305.14	5109.570000000001	4050.01	3921.6499999999996	4160.6900000000005
PWY-6470	836.4513971539567	563.516958089093	807.7321735270127	392.3556300291332	604.3246328789395	624.6445513998973	743.6823189879752	645.2327345083955	611.5808219254486	523.460183463713	637.7636171271882	708.9979365210712	581.903838725262	652.6005925771268	471.71688516643724	520.335597323107	562.777120664945	752.5179309746642	979.594629210213	796.5417676134442	713.4603130140625	746.9780714117893	530.7253011368166	604.6787869580733	572.0252697162377	777.3961206713844	674.9530886512027	486.7574613921253	518.7516402963598	978.3269236352165	660.5675771675429	587.6394067061469	663.7645153709132	632.5753597832748	586.2589231903277	2567.7876930784455	502.72702098602565	542.6384552100358	1664.2861797862415	1173.8470652354206	617.9970758268203	856.9098526980332	948.9242433827523	1028.8446737382728	566.1952514686581	625.3292672417086	1357.1212807487027	1317.9593875880573	691.7762736638732	718.3156434133925	675.4607607729067	637.0055626073536	533.6601115553387	455.71718622258834	868.8497914639141	478.0556913769651	706.476427935339	507.715658058862	644.5604964547063	558.9911674081151	690.8678046192537	574.4793743017619	903.3882537310965	836.6465732818372	968.0907262922043	664.8822466407428
PWY-6471	1210.4892672054907	1369.6428657069046	1513.3849047995207	506.04095826379563	1177.1756144529895	1032.9483380993274	1397.0680754410855	1326.3293646980999	1061.3747968885066	937.266772121307	1265.668073824407	1350.0392514357427	1111.3144965749643	1107.9688872629652	613.1491347908852	966.9815290967324	944.4311133729398	1515.4911019392946	1796.0771023392222	1544.239443534371	1527.7454828308885	962.3204896034683	767.9086939209901	1486.2768521729768	1154.1606524994465	1443.410166755243	1285.5118366605889	832.0768565144571	1193.7406220622972	2012.7588704979478	1273.9136160051796	1183.653662989062	1283.6931443175943	1309.491993423334	1571.8411965544376	4181.670820755503	904.0874092938692	1245.2083505090395	3229.1761418412307	2435.679301713905	1370.4103043217267	1770.240762698572	1725.5341859222235	2233.144408177964	921.908128976933	943.6335370960925	2712.7140323464782	2711.7135730616283	927.8191321306047	1259.569774913385	1352.2445628763578	1144.6573290359163	1239.552542455825	1014.6682815419567	1733.2808778413805	660.0001929399125	1574.7093220209078	1195.6769413905638	1290.9730527012846	1082.4564185282832	966.7999514593018	784.1103322345417	1846.4626889972665	1190.4330062969998	1796.7925775958022	1296.6249894082603
PWY-6478	3857.63457190913	3695.010345221224	3499.8736916482453	4056.0270745532066	2689.0835811179622	3716.1810506626725	3983.7103016626525	3728.283182512243	4237.100117387836	4046.3029865792646	3600.7942759046855	4039.675057963937	3872.719585835248	4288.8806973508445	3699.274016707032	3762.2580163172584	3904.1866362982505	3634.6159187256794	3567.177520334027	3570.5675399054803	3593.861563132548	3358.510901720684	3814.8741078124604	3553.4984342767234	3850.596489376851	3730.9907682611047	3773.705029718348	3384.4710398400566	3448.6391246184307	3129.286144429375	3393.405972458639	4355.518919870723	3480.4671275665487	4100.400042143938	3362.280702569337	1991.5043764424413	3479.8958231549964	3614.7271976479637	2712.534185067638	2994.5243471870604	3871.900995746179	3951.9449346438914	2782.2463393731864	3156.215442151127	3912.5927668235354	3943.4461059637592	2859.5886363863633	3263.489712016795	3928.7214523470416	3933.7779144127403	3719.159306699333	3839.325006307682	3580.4479089982087	3812.589221441376	3924.8462433441664	2927.1163913508362	2992.551469183605	3617.2979528441656	3780.1359936302247	3837.1270530095508	3215.7170518780217	3160.438643495237	3390.884319924898	2947.548604194655	2219.5423545883828	2912.0595283541797
PWY-6486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6586733395573856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9975002794711787	0.0	0.0
PWY-6505	750.7564485581033	719.3746225279422	858.8072629811334	454.01505504094445	674.8964119424171	556.4180343191948	476.8032582558569	454.5579865310772	433.0805723500043	442.60450088048907	532.6867302791248	506.0541834812989	495.99013614068963	572.6126644525348	555.3225189673343	507.15632200220205	545.1287746945253	486.35929659035645	556.1287106593795	518.0951470327108	427.500760110086	653.0615866561092	624.7173312533027	705.9704784414711	540.4248104617483	562.2174659737489	563.9638918433764	558.0989781597033	529.8017732267602	516.8344115094271	530.1269798109458	396.57995092256294	549.8263610704106	494.6962973097748	664.1025035753452	816.7741873680817	501.6035165816728	539.2153205186145	685.3994988662381	381.5399133999213	379.2455886993284	495.5963217770594	483.79483536245635	378.4983836066798	377.1286967427992	558.3123664899716	675.6615261001696	468.7739760672253	443.38926670224674	462.6075216924694	480.151452838933	371.9857195308395	576.621125015006	527.1153254443518	375.72985034618296	350.7400094699705	686.1160785791992	535.6085946933206	465.1331459184069	431.9415167419384	621.8278859543625	513.4904625889315	412.710383744102	541.9462787009223	586.8362579254639	307.992779736452
PWY-6507	977.6372443669918	1139.6388709144926	1307.5697727797667	478.31842071566837	1945.643956182048	979.1183911846165	799.1116285971752	922.173294842542	737.5026444327315	788.0728491649057	1042.6485194315142	872.7828522539287	762.2067596964498	727.7908984573249	814.515097222769	657.2629237668937	1052.8753537245063	1103.115384143275	1282.643574274914	1153.6570438033561	1276.6597933102112	764.5453017706162	763.5622798347765	1330.1125824745461	1047.7094088221106	1220.160919448809	1005.3587073159154	753.1918296744174	1106.691650533971	1224.5449735716454	977.3346001163068	790.504890576585	1061.5584843884285	775.9152995886675	1251.6563590570745	2710.9926427071805	677.4113338483043	1141.804910196925	1545.9086659374009	1081.42588191957	957.6556364848599	916.2893408408944	1262.8813974039326	1483.7987019856835	824.1702174234662	782.2266848879191	1339.575352911518	1677.5326658860733	615.700966592448	1045.9000090040931	1059.1026287152222	898.998218457383	1205.2191588559695	893.1225758340406	1054.3924952562443	903.2364280614875	1412.6754417740788	931.8056872522511	869.9588221412721	738.3877552332324	680.1413465803239	562.0505295173164	1235.5303347377103	1058.2618378689847	2033.009907193257	1118.486938844646
PWY-6519	3298.5729554403965	4113.891430807923	4475.672592912304	4307.364687884739	6721.985553185019	2986.073495869884	2771.5384545179472	2653.122579373194	2706.50316081577	2846.712942846415	2962.064016934425	3327.9375182685244	2964.584874650034	3520.1324143089614	4529.862630946127	3206.729876866945	3130.863697264205	2851.4492211816905	3235.3400096014125	3455.722454086139	3012.5637553131796	3126.798031820423	3770.520348848518	3525.0646162618527	3343.902474957288	2993.0017859503796	3151.553803297124	3491.7188437045484	3561.3257469209643	3619.930284251033	2881.826170380701	3120.9635510632866	3680.232798301043	3089.1165844571033	3548.5876042164596	1759.9975020876348	3251.296324250338	3173.674688259768	2580.8010605635636	3609.852797022712	2975.76387958734	2892.368092927639	3895.9727515741	4535.42812035466	3096.857595927377	3477.044026511417	2594.8082124910356	2706.907586529654	3037.8350972985436	3569.969889930756	3336.577480171992	3088.638920058927	4131.416244028674	3740.2551758786	3067.3976365820345	3521.131882156649	3904.478360140128	3456.1845961820413	2733.641391260754	3504.8875532666216	3230.7370735752693	3021.399850530851	3254.3173445626985	3044.1227662999972	1290.1884219396527	2528.4953410310377
PWY-6545	5261.481411720193	5362.903414402775	5150.396557447317	5567.214993779239	3998.5639527107105	5350.77055055215	5165.720952214706	5077.095236707595	5065.338877368815	5121.661969095967	5417.153292632378	5335.396497230897	5605.13175542861	5529.444281138128	5667.233713451595	6048.112720310366	5530.296021946089	5074.816792348454	4344.161157029036	4335.390878322936	4797.405401870396	4915.4715523047835	5165.720933921415	5204.4188153294635	5124.189056350259	4900.204117561699	5394.614287972253	6265.7434089584185	5439.412892487229	6129.393119369521	5382.612875320534	6152.095842726211	5274.505330609324	5835.917601917935	5492.675138226951	5255.674609346707	5382.373306198656	5102.290323726952	4665.364007422452	4817.897516419007	5613.478860794218	4640.299845413338	5839.372634188217	4196.061660894064	5789.676130216582	5379.16805082537	5331.470986587389	4942.559834315623	5736.272746512103	5845.481282252603	5764.340636075018	4572.012886992503	4947.814642743625	5144.567451013992	5514.804092357477	4667.528808602984	4713.133594326376	5192.637900238807	5837.445133438894	6195.580960300661	6338.644715312088	7055.267936278822	5933.757403665933	4435.881807682879	5036.548554825518	4450.272328040588
PWY-6562	327.36000768363544	396.6056631428755	537.2536965806213	152.59752584159853	381.75548816430626	545.2088493792128	405.0872660996029	479.3483217959287	394.890555927325	410.83689499853904	549.7130620777615	462.50288284612424	375.29454648345234	346.5520084480404	297.73071197951	349.19406726811184	506.2376396077139	568.892150882873	667.4777486826044	691.984334227529	611.4281507165717	243.43131456320918	291.2236855051891	528.5650529475558	502.8042710827958	597.5110225013345	511.82976287803865	380.4296136628657	368.9848674324915	590.2678028388358	492.8971680736394	410.9050067085405	547.3933766075646	424.5298683083705	542.2100131270303	1368.1164986048075	224.61358434488935	544.9456696848722	1011.2975012083368	640.5567881492874	567.1401891431528	536.8584423665026	632.5658479922205	482.11659424777366	472.14297217573096	312.97211732013346	1004.2816060260842	675.6659716627264	289.29751037900405	505.8876486253625	527.3900539103313	488.41386262008376	545.6131300746104	423.9643832399155	547.5132123308342	447.2259442795907	557.963845096082	495.7612058827772	481.5514730548124	390.7901323155504	299.64150038878495	253.1423111022086	354.21993334813385	791.0879555564651	1093.2162490604858	716.3784302381277
PWY-6572	9.329151148114343	18.053668575849855	25.5868546849527	5.781325224882807	3.1972546328071383	13.450279573331882	32.019403843054995	30.49106302916275	13.02419551196752	19.59982110400403	10.776819545761098	20.40761190888958	19.567699248250182	28.87671710689459	20.34375992525374	29.563944746674792	12.841021146818337	13.23125908770438	37.871687421868955	16.64098040868876	13.252040131310672	30.15085465898568	28.622106405224574	24.407541872706975	21.282250993056355	18.634340690330465	27.166805079268983	8.243748816063649	20.945696989339414	23.872717308678205	15.301101745334845	19.144177569485127	23.666100957290173	16.905137322406915	28.076318214603177	15.069523290700797	5.582197193333031	21.5203828716477	47.89428600771309	36.07083271600564	14.494546205443468	21.40521431727795	44.72091330437568	24.62922815876477	14.476008593936502	32.05682845155073	24.87972191293485	27.533207930809244	10.118970777560271	17.921701304978253	13.242271781262987	27.03000598218762	7.986876209849404	7.743318539778715	25.77440093512566	0.0	23.85048510393945	11.606893053142919	23.09717720549237	7.251416063270849	17.326257055096363	15.867588033268508	0.0	8.712874989517271	11.625115692353793	0.0
PWY-6581	1.967684468022297	0.0	3.8815545959284385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.714539956655878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6588	1354.846201783567	1410.678440772913	1494.8916800735014	1428.536377461252	1057.77303417383	1356.9160324791144	1598.4897356413123	1390.6867522616633	1412.7270630127757	1458.2580597693427	1450.0907060836182	1478.34250850612	1356.2781602692642	1336.904581417294	1510.0310267944808	1695.408289759619	1329.773028834926	1657.6678016648377	2279.0637987223868	2488.9244523876237	1908.7768698336843	1760.768091800807	1562.1407851775455	1544.759070359574	1807.1102270481836	1659.8658672440326	1379.191431296567	1295.1726735042987	1523.0990776951585	1708.5492636744057	1163.473688966793	1199.9114438574052	1451.7118808401656	1404.760336395728	1598.6069465549463	2884.9620445597366	1421.953917793353	1410.8356951108042	2867.678163601727	1878.7679015262918	1385.144801730387	1997.7111233882733	2020.689660927574	1604.1085753050331	1222.2003977476868	1795.1564346874804	2622.8790693951346	2068.59939946609	1010.4904731979758	1183.9888369421071	1423.8290511431437	2107.1198502313136	1426.9321920776158	1271.034457457373	1505.4782492197119	2079.8809362631537	1944.1822787788826	1648.141932519872	1583.944329949559	1248.183272625706	1598.1206329879299	1448.2815183762968	1609.395339833901	2671.8141446730883	2617.4644781170623	2144.5357055741347
PWY-6590	1032.633187427639	1342.0935078569337	915.2376551926416	473.78629470860614	1278.2839392331855	1212.551014831136	947.7345555725412	1255.8431171801715	1090.2131427351649	1137.479666566598	1167.5367563772122	1321.208533774017	1047.6879573879446	955.6382866073054	878.7980166176466	916.9548758466842	1319.098661830768	1774.2513701654427	1781.0143533301102	2203.027728889315	1804.4847900602324	1107.8265854896697	945.1411859681847	1573.9310136011345	1412.1470615325616	1691.8241991073	1353.5926499918708	1152.701572665217	1486.5101292930538	1781.6342939608392	1443.2114203886435	1142.0061361862479	1398.9799767072795	1317.4692711337602	1389.5796259068343	3144.0414967288098	825.0565239604813	1423.255780361953	2928.0659697549677	1873.2007941090983	1337.8602156257257	1917.1555465248616	2081.5615452427637	1788.3113938878644	1242.4869189152118	1105.2062543648867	2646.400110474997	2194.538511955562	989.7028361323853	1356.9519194485408	1403.9671234982604	1586.3454615586272	1380.1349181508306	1260.3498859436627	1347.2193382689456	1107.7821342507298	1948.1068795872955	1512.2678539381325	1260.1665575758434	1091.285419881118	1043.6138688270175	884.0958663846519	1723.1496589708204	1719.1141665439502	2393.361875494406	1592.842417054311
PWY-6608	8741.889506471134	8782.739887508344	8450.497104566697	7752.645095790259	7216.188832141312	8940.743088152452	8510.450323035526	8816.26952204944	8928.486696986776	8842.707380995007	8837.569492053943	8838.89657547232	8598.788955649166	8529.647234689686	7821.630211358621	8082.691885958386	9007.316924384086	9160.478559854077	9200.258798999403	9028.542635296615	9150.291745836255	8556.794162385964	8335.057005564482	8955.13765849974	8984.924439886265	9199.841427814621	9042.135650572221	7856.162547005857	8679.51648068963	8816.789923163582	8901.470531142812	8410.781082696658	8827.642667389011	8516.858779251674	9061.001727011253	10266.939093426947	8531.975015683018	8906.216712914458	9400.379087199874	8722.41492430794	8712.6531469082	9230.104702553775	8588.456268029064	8649.223870998507	8521.665930537596	8525.52808431485	9591.615570778935	9294.970385114244	8267.524559526177	8492.385506673692	8522.99217723554	8656.933239399224	8659.648375652001	8463.534698451624	8639.782396801258	8179.914840720637	8998.462538004456	8532.419768992695	7871.187862438827	7588.251451867055	7358.6639687648985	7107.814920721518	7849.120971186053	8216.071897184715	8770.002955918173	7719.042639555563
PWY-6609	7486.811954647402	7296.947176248994	6824.368172249318	6056.067845939917	5251.956096379795	7651.019515001541	7244.559262637229	7826.347083523906	7697.237267295153	7559.004647918612	7685.05799906083	7411.526480249897	7280.6761634000695	7055.332540861115	6019.459730193946	6438.233086837338	7592.383943638414	8003.088777871426	8224.888498463106	7906.673737180723	7942.178551326869	7169.892662920688	6874.241876549519	7667.353779614695	7709.662880354005	7936.270994271316	7733.1847391741485	6376.3173738403375	7268.031505294748	7273.6200839769135	7798.043845282901	7050.663500245203	7325.231232546837	7221.658628954371	7496.062590821075	8821.627580680139	7214.486479168185	7756.862047431268	9166.096784997993	7150.410871391051	7611.592031012701	7989.264564994729	6663.751192208676	6783.994014209539	7136.784801941857	6992.38997095689	8617.465088122226	8195.716628564156	6899.395759140148	7083.473379686272	7264.098171324028	7515.113390559065	7504.281280167261	7530.472184243916	7222.6364690379705	6661.53115617494	7638.099145304738	7316.565904691864	6876.563293812	6207.311195154053	5969.715432552563	5513.251919056063	6665.920973002271	7413.51073111596	7836.0139130190855	7230.1124736848515
PWY-6612	6102.396377949598	6600.3704151975	6747.204553263377	5630.01853318878	6976.812601803565	6167.234620991161	6029.581310750051	6221.192200048887	5790.710574834222	5858.792622680484	6263.220874701253	6077.451467372869	5880.215114470585	5728.212378732383	5839.08489896198	5596.009028510171	6219.944803570683	6257.641532766883	6489.3470979415715	6659.532400520209	6572.841335829177	6250.206232569911	6291.662866734897	6667.041536558957	6387.175747230162	6493.519220515558	6277.907524708389	6186.979840338131	6559.456991293557	6879.238988715086	6307.127348699022	6029.493200775251	6408.931055027096	6119.069520273018	6520.665881600373	7043.057104671099	5691.905415498059	6406.3456329810015	7657.651507547023	6912.772137760656	6296.508229660329	6543.150567812466	6667.351573641214	6881.262034054871	6148.891069058959	6388.379687596214	7136.040962007355	6978.822027044776	5613.68441388209	6169.775361838524	6124.426019293032	6347.461835865595	6409.826361525137	6171.617347416533	6053.4212563791625	6452.47705576327	6956.479428348191	6373.425265312911	6865.695770819945	6295.712369242941	6492.329107395554	5790.329608577496	6642.411467200092	6447.059422301009	6641.557813793923	6253.918699801451
PWY-6628	4168.238543463683	4181.4594079752505	4856.927026490226	4194.013464240745	7794.0371174820775	3557.3035611783343	3071.8646328714676	3030.0155880953034	3372.250442329485	3386.468506646324	3294.726637990161	3912.046701695967	3351.6817760031417	3951.2689255308887	4370.98466093119	3000.1983322460464	3929.9725774912704	3877.460990882102	3734.4085498565096	3365.6498858409814	3421.133909844252	3658.037298136156	3914.0919581022704	4038.387143408184	3800.608019307077	3911.816961902077	4095.1161312534364	3941.0699204798325	3915.602165203511	3858.4548334611018	3948.9678909279587	3633.864306625962	4242.631835048307	3354.5137257661804	4383.8909676131325	2298.8630878214526	3645.4737209218956	3827.239254933088	3085.5717074175836	5876.85853861605	3968.6828472595935	3517.2782710049246	5323.777311313019	6644.237867396453	3764.3475023302344	4156.713406664047	3813.3943165872824	2412.043302711564	3040.575230664649	3667.5834454155975	3610.541017720188	2830.3503204716812	4635.398338739328	4056.308424377802	2792.31262089126	3750.533875583535	4377.664143823359	3864.688571544068	2687.7968319510196	3917.2987835964304	3267.8487640295566	2598.5678262867855	3357.165048620582	3009.659919193404	1190.613906557742	2294.8165557492853
