# Constructed from biom file
OTU ID	Whitelands_2018_19_	Castle_Field_West__W_	Toposcope_Field_-_1980s	Bradenham_post-1986_b	Lardon_Chase_The_Holies_motorcycle	Stonehenge_2000_2017a	Stonehenge_2003_2017b	Stonehenge_2009	Stonehenge_2007_2016	Stonehenge_2005	Stonehenge_2002_2017	Stonehenge_2010	Stonehenge_2011	Stonehenge_-_Luxenborough_BankB	Watlington_natural_reversion	St_Catherines_A3	HARLEY_FARMS_Chittern	HARLEY_FARMS_New1	HARLEY_FARMS_new2b	WINDMILL_farm	DRUIDS	Stratton_Wood	WESTMEAD_FARM	RSPB_orig_green	RSPB_churchil	RSPB_junction	RSPB_Mainline	Baltic_farm_1	Baltic_farm_2	WestEndFarm	HorntonHouseFarm_1_parallel	TownsendFarm_1	TownsendFarm_2	TownsendFarm_3_big	ChurchFarm	StowellFarms_1_adj	MannorFmAltonBarnes	HommingtonFarm	ThropeManor_1	ThropeManor_2	ThropeManor_3	MannorFmBroadChalke	BigleyFm_1	BigleyFm_2	NorringtonMannorFm_1	NorringtonMannorFm_2	ManorFmBerwickStJohn_1	ManorFmBerwickStJohn_3	Jemma_1	Jemma_2	Jemma_7	Jemma_4	Jemma_5	Jemma_6	Jemma_9	HomeFarm_WoodlandTrust_Hampshire_good_1c	Crux_easton_70b1	Crux_easton_70b2	Martin_Down_arabel_reversion	Parsonage_down_reversion	TARGET_MartinDown	TARGET_St_Catherines	TARGET_ParsonageDown	TARGET_KNEPP_A_New_Barn_Field	Knepp_Pond_field	Knepp_Benton_field
P4-PWY	8196.912982432226	8410.318514061844	8500.787774732871	8025.527953097519	7511.816768316094	8196.814735700978	8107.3405202473205	8099.724962342059	7987.151440441216	8015.569113360001	8284.84603936209	8108.594784234496	8111.8029662479685	8044.005130664582	8012.530466800591	8239.954872710208	8282.499445945008	8099.704047287205	7891.758533273199	7941.954202702869	8071.92518247444	8257.972117294164	8352.399476699564	8396.467996844864	8277.943873498009	8168.764916278026	8315.719183029392	8492.017734327757	8375.393776585492	8640.857126540868	8360.443355286397	8274.408377513197	8381.386387369495	8294.242293487805	8540.796642633592	8144.515419804372	8230.990756906114	8290.109076484307	8194.964095726877	8011.552048251967	8279.639821097371	8236.823208022977	8159.523202613262	7660.118617739674	8404.869260569567	8483.967481484864	8132.474205243583	8189.122622176655	8195.363697317553	8314.655136956475	8261.410340300625	8081.107977950991	8128.494865260436	8082.989556155571	8184.715012261598	8093.2850513296235	8533.157009338074	8225.946463635355	8192.870681732495	8211.177851812387	8387.116810487229	8512.328372382362	8073.966691334706	7550.916703299464	7765.563285271761	7103.926047887036
P42-PWY	7983.432583340784	7827.289477886788	7401.502838580491	8798.78827680395	5398.3753403725295	7478.344376351559	8235.296984878025	7752.287871085042	8304.645204311619	8237.511011435037	6990.865469513524	8218.698639235363	8139.258348283711	8572.74216667445	8859.216015858728	8508.868865636403	7768.566736719834	7646.7771171624945	7834.896673242423	8129.497891659877	7341.985218468026	6858.26066275684	7291.46937676173	7441.187274030517	7588.524454027128	8115.783214672605	7942.444859270537	6285.355555306556	7815.652643177517	6610.54853481839	6555.361097083421	9081.242524005725	7442.442212334548	8295.773754428192	7464.370888211374	6810.47924392954	7514.278114682934	7220.785643589086	7672.632350612035	6173.64516372126	7468.502761864655	8113.585244768025	6772.291485819713	6070.647732373396	7382.653800956063	7715.858989792974	7032.768545004523	7153.265966358804	7484.1657190696005	8218.38606414896	7735.53458094788	7294.623873934974	7716.205793313497	8089.205375389222	8077.751758115229	5593.5787772042595	6660.459034287776	7333.952409286702	7299.198232263436	7367.649438700852	7533.011480344968	6822.0433280327825	7428.141686207776	6439.041012614369	7178.232742492005	6762.320802370946
P441-PWY	783.5172317250526	803.1843208194184	946.5425858490834	692.989996411216	782.0609229820101	809.9057716841228	735.480409651577	905.5005315027079	738.5870208147458	750.6807396948315	797.5952695450956	742.661731983854	759.867177335024	773.3048971506762	1043.0877020421299	1013.194111733704	963.8562932638858	928.2734744776496	1341.2615151132984	1009.8275343916337	1120.123353540508	737.0324298362473	844.0377047291456	910.6469536432521	895.9904377248387	965.7227860626275	705.2416670569295	412.4631164268314	709.5435307378162	784.8290867647972	629.7970372421519	861.1916747286832	1128.150948965717	870.1918253252705	1053.4362358790036	3069.5277320211753	581.7791307438963	871.3506386897888	1620.1011365574725	892.3196364366613	628.3859015583993	837.1611184871181	1010.0966898687957	860.4691150907369	481.6319316519604	604.5894118122	1291.857514366132	1223.8914944294766	420.5438803899701	683.5136542115512	726.2169544550217	879.1796127402985	814.6989399601855	866.9884851615583	782.6190502861606	1062.2780667103095	896.8889657944812	825.630034210968	795.6844819992598	685.230808772879	708.5547806001424	929.9469099180493	1340.2026103525068	1366.1407879464566	2399.4539514216544	1778.425622522551
P461-PWY	611.4282659516246	697.4980579964508	714.9642695731628	225.71294338834264	835.2578334073622	844.861553810246	719.0568409719441	825.4880325763945	717.4303857217168	684.4761440598049	913.9284648140368	862.0290767478114	762.4141723919006	629.3888458484325	468.96539574320855	599.0675645491467	1038.737454718001	1143.1058007492	1224.7084003067607	1099.5646822920144	1281.7353568147203	490.47032818370974	539.9576522905229	1213.9899646948325	917.7993758877576	1131.158262535868	1014.0788083571997	686.4465672702897	961.8222561730948	1549.0467040332187	957.233829225474	704.4501487382303	749.4281553855922	626.0745856556614	1021.3026792574781	2350.97535870451	535.3973336484295	1045.027857059686	1709.8406708884322	1002.2426379976307	991.9986833536922	997.9359619481264	1174.2673087770313	1468.934687675858	791.0723263238746	599.4288085874889	1427.5597645878897	1714.36329874672	543.0663047915065	969.9830566588479	1184.5735234268632	866.0442773853329	1076.9821475815288	815.9347834272838	1141.1336997755216	740.1930824376523	1185.6580611832978	856.7616323157179	736.6238966731974	561.3877827271632	437.7311651840964	367.1120997386136	1137.4861516104431	1102.6352220288597	1854.347941694944	1081.6970970302107
P562-PWY	1850.5701466021844	1495.777996137948	1649.456417641413	1155.2228116393144	2646.9781566878582	1756.2218976357155	1732.4541036248231	2056.998940748582	1835.5003959205483	1697.2797782089672	1882.4232260728966	1676.6306882233423	1714.4887628128245	1443.4326529122352	1178.5676238353838	1565.5985817426144	1853.3950030599408	1925.807669680683	1738.8956894584585	1687.9834204567032	1972.4034200294595	1762.6946964407643	1591.6349113561046	1973.2566171920446	1844.9567973264082	2009.5513063034869	1977.9244835421725	1567.9041359024866	1593.85686905479	1540.5492668706393	1940.5821712091945	1292.8840913557626	1880.1924029560284	1480.686250179495	1979.4393462757066	2537.7924380076056	2059.9456061453648	2103.8998919084643	2382.300562097381	2586.2279781630937	2143.1323657221064	1887.2741285464044	1989.5743583761266	2487.049474425168	1649.3351827344168	1986.634878001121	2327.5219252846337	2051.7290977609914	1472.0021044467373	1516.1106968320746	1616.7356691995903	1662.1807856499295	1849.7790001246337	1564.95734691388	1627.7760039145433	1565.9827317877962	1814.5950918847566	1719.8002781550113	1498.7918142922965	1385.5884486652128	1616.201352683847	1419.0992475200328	1285.897147824919	1378.5449729213733	2108.7830726490038	1407.3870593596394
P621-PWY	254.97568881685572	461.56208530805685	367.2271002710027	286.7187284035937	280.38217468805703	321.17814726840857	346.28758884636414	285.52688172043014	308.56601389766263	342.36384180790964	372.52249795473136	338.05533386538974	295.47738693467335	343.45342381246144	330.93695920889985	327.04366949418784	375.97227036395145	300.5557534734592	416.6367713004484	461.3823405154203	552.752445447705	520.8001582904631	454.7092651757189	297.45538818076477	346.0243093922652	331.9039642657733	382.85714285714283	237.9455252918288	394.1570206341218	278.1450107681264	364.9847094801223	369.59999999999997	348.9226993865031	341.81157775255394	467.4348591549296	628.9398790466025	260.85285285285283	324.81769911504426	565.2596089008766	522.6638023630504	315.48362235067435	409.5	492.52286453839514	393.6657834087184	354.56900847035377	390.838299951148	464.81411941419447	407.02986425339367	251.77874818049492	279.6169906407487	254.7252215954875	474.9298380878951	336.48449571383213	292.7407407407407	260.5347593582888	718.6095017381228	475.5475763016158	341.7933836331979	378.90276679841895	235.75543885971493	345.37378114842903	230.92749244712988	211.2057761732852	531.0806065442937	476.37015503875966	366.51313378130726
PANTO-PWY	8610.483113617378	9399.999240640966	9205.890071980297	8756.200299228927	8900.577470306705	9058.96521697343	9011.882947229951	9081.8616199721	8753.941875739098	8932.62120434809	9389.73655766806	8919.355128329673	8952.248699770487	8751.86875942751	8793.373164373897	9078.4899348638	9073.782142332419	8943.134962843747	9006.9998926476	9060.6807661449	9325.906080024513	9083.409255797118	9112.834641849384	9347.176588458005	9151.323823033084	9009.470486777784	9017.227017635516	9976.580413593598	9483.962803381122	9804.924697030354	9280.971935585449	9314.68378987684	9094.143267522843	9315.038515654878	9313.544957338003	9983.128738614214	8823.954246062605	9352.664904165875	10105.74201554344	9490.387939802307	9479.7304027621	8897.583715018241	9627.546541059666	9007.078711057145	9373.181195968966	8988.99620456614	9793.639624642847	9548.80110154541	8944.42131985129	9297.995146827676	9331.878442244517	9113.830932428742	9169.549031198214	9105.60210142588	9264.168162271042	9200.228564957892	9565.810859481371	9320.022331930024	9557.32783747959	9561.967056173782	9758.561222611926	9732.735372027108	9748.190424622597	9324.742151007204	9684.27134466111	8818.526626856557
PANTOSYN-PWY	8647.200789227589	9146.539990829573	9073.315939148959	8777.37473640587	8404.221235497853	8971.981566096389	8931.609313547413	8974.315338528068	8757.28523796427	8890.403681170614	9170.437331613995	8814.30523378229	8879.360046565536	8750.390709157069	8710.647625416963	8875.104868998278	8915.74622108821	8833.551068294344	8907.53788657933	8861.019067016861	9008.505699130541	8909.182226620169	8981.775147116467	9166.63985464824	9030.986472619625	8890.986584374807	8906.333636941654	9486.332270915278	9225.857133687083	9367.569131811148	9071.776538421627	9067.110894822405	8959.0480339177	9082.627099113592	9056.529083153358	9212.831614220147	8780.661605460466	9148.68521722274	9430.166971941448	8859.254854029286	9138.075925964826	8835.622518593362	9003.864684054637	8526.269888332577	9085.742080695494	8850.328290457397	9216.855214994594	9213.82795334892	8895.372402529822	9073.71279076044	9106.88703946561	8943.461398324931	9017.067539948392	9063.487032314826	9049.491310331918	8924.035455805279	9273.705258101709	9105.882168517935	9220.183819347227	9251.991375085543	9304.929001267363	9241.905178846187	9347.636671816344	8970.224599938938	9086.77421780405	8679.871033720628
PENTOSE-P-PWY	9865.302759924423	9758.75938063015	9900.159488764528	8962.706916051024	8448.786164379704	9961.696087736147	9924.02729329198	10185.794379356626	9968.878393545167	9874.696114744698	10263.876793709333	9702.4493464947	9781.725769802082	9578.45585176168	8861.845376819017	9366.61270748165	9990.372168943193	10017.700826881626	10129.699295456296	10139.141537207832	10313.838053351505	9940.812892416438	9967.550875994397	10176.156732682459	10110.104597514664	10088.338511201116	10019.250370557786	9668.06042242364	9925.453118492134	9951.44215111006	10129.030392954777	9605.432174146037	9766.21220017416	9874.029091510503	9977.956185476625	10768.952663632312	9627.920318516333	10325.208781902116	10892.749405080092	9673.630573557191	10306.273187197648	10155.437042869615	9292.379342512611	9132.159028851573	9870.72807748785	10093.699720356904	10495.871732250496	10469.275338927415	9475.21000613438	9745.529812666387	9854.581161408758	10094.397443084154	9833.019957162996	9837.62119805268	9731.397578479644	10251.115335880892	10282.302302940114	9928.607625225237	10143.760256297923	9619.013288863296	9696.757110108425	9182.525967233847	9669.427461332776	10050.317646616279	10682.51186519698	9841.989616353412
PEPTIDOGLYCANSYN-PWY	9371.917972802643	9558.884997774489	9470.400802776674	9304.536422011015	8924.815023187813	9596.25476049251	9523.769641599718	9619.29519389551	9553.67261180524	9582.007960940491	9675.12146819675	9465.051521295112	9485.27871967521	9454.268627266894	9099.18757748501	9266.726446981664	9542.885917584663	9552.545678562317	9538.520507171588	9497.739580296	9538.956379965823	9387.717004485208	9475.868523893012	9722.524373759263	9662.856213172754	9603.31506440834	9611.161165368641	9570.168604214019	9606.509663047951	9668.319909617541	9611.807976119308	9501.959056124237	9445.453090727106	9540.868451077762	9523.234895486643	9419.549963070634	9435.758453180924	9689.411256923744	9780.870543764451	9296.559400473368	9704.900790745467	9685.282738676116	9302.824130199147	9142.33408349191	9592.821550495923	9523.35130305843	9657.461079347942	9775.930861327666	9558.293325577024	9598.27364827504	9634.004345651345	9515.414375446566	9591.090848081372	9621.826437384463	9641.62775684418	9069.336671520876	9696.639994117111	9540.176469436783	9309.437490223292	9350.4973664629	9247.941240636475	9112.478379742322	9349.858822238668	9108.225662400117	9014.03983283317	8767.195163705053
PHOSLIPSYN-PWY	11867.569934810115	12098.398263419593	12066.110711870158	11835.849909074683	10845.170930356664	12052.101916438556	12099.103469789557	12148.05794835178	12095.33585004526	12079.58083288893	12212.181517018273	11988.650180666724	11995.866933382067	11954.966582564884	11454.205635612783	11701.350817007275	12092.41443328707	12004.082982804364	11974.145055643154	11930.518583623365	11983.023295360992	11853.127873842306	12074.115385573557	12206.833531327617	12255.957986794383	12093.54977347539	12127.490001443219	12236.115642477744	12214.680895017706	12311.45904410871	12128.977141130608	12362.608089916612	11961.003662913541	12318.639085706574	11949.989534131053	11405.085271425965	11771.185612124847	12243.827712824523	12089.344920826634	11442.034915159062	12336.788915859568	12152.561885782025	11469.307280664614	11160.418365164838	12322.958232426008	12112.378506008321	11970.994973733239	12158.320317188281	12062.872937249598	12314.36057996492	12214.7883033544	11988.19961562024	12030.263831662221	12240.479145729949	12064.12990967528	11518.165466663235	12215.906815167282	12086.376216004523	12330.174600327011	12247.862747159887	12058.4412203444	11740.318246372613	12159.226208854963	11544.099006767767	11368.015783050188	11257.094559315565
POLYAMINSYN3-PWY	1738.2446540363928	1981.8848360900097	1984.182735494807	1594.7187961582774	1504.1514393893608	1613.7878830723648	1488.0309742153606	1510.2948776320434	1336.16382230322	1333.0848556434341	1555.6440062981762	1527.983690344089	1522.2603057359822	1432.584733094951	1629.8869085380584	1567.5275147623468	1656.788973236996	1703.2151536184967	1968.5975814837695	1866.7636160593906	1630.1337010497728	1689.8972893169473	1730.233370392122	1968.151381989781	1701.2239825337392	1854.6882616503901	1707.356133945118	1453.30142339902	1686.7629378752063	1882.1255844980697	1675.5221572553237	1507.6469766781545	1873.6495012289147	1552.232288315378	2011.682847364157	2094.1507223522044	1504.4324666944037	1654.7473906746584	1997.1462636390781	1526.5916361921522	1407.935287385109	1807.5343809753854	1828.8591697980346	1413.455508913678	1463.8949314219171	1486.7709287237337	1952.146531136035	1779.4653093105771	1423.278223173645	1561.9907828547214	1516.002652083404	1737.7527127050585	1599.6612814332668	1655.3513779510806	1465.3138526463172	2066.751441105004	1887.2909163488148	1708.552245804145	1773.3617450686204	1559.4742374464772	1554.3793844254287	1326.062149115456	1989.997228379882	2140.4699428829413	2729.518336902857	2189.9057944058786
POLYAMSYN-PWY	2007.1499121458219	2477.7647837268646	2449.503204719843	1775.0668486466068	2884.9166040633354	2186.7415643695344	1940.5151829371555	2152.5126490757057	2092.2926000202065	2033.290581734201	2253.242380109902	2297.2951278634573	1930.4628773054806	1935.1819837197754	2119.072670547442	1897.3642011761892	2236.1244858208643	2448.071996489951	2891.254159623382	2838.606974416973	2771.6077117117775	1951.0215209117055	2023.1447119256197	2713.6115618440995	2480.051901523918	2664.9534691820245	2285.316462578127	2088.486189352533	2309.346781397094	2612.470002601839	2208.2174857552845	2010.8052229802108	2367.7479634078454	2131.1441554377307	2478.8830640386573	3430.857686146663	2122.297965939848	2374.778203765701	3164.6063523815355	2511.2068028214157	2349.9965716093	2452.3113521743826	2873.5617645583766	2738.2928702799227	1976.8426052409316	1951.4818452407542	3163.226340039918	2986.679069398379	1832.797319518675	2310.6457335721825	2363.170494883783	2329.8731048974637	2581.396172145496	2205.8561827009758	2233.41696877416	2173.5219659198515	2851.2453990817453	2394.938712221077	1949.0677759546177	1889.8795451711035	1693.0488976675845	1574.939569466192	2465.4089387259937	2679.9281285138213	3221.496422884639	2392.2377241540144
POLYISOPRENSYN-PWY	8494.87320224885	8811.400392887606	8754.106703258205	8957.061172519921	7757.670131000153	8440.616966818578	8547.606344100315	8345.459244395428	8541.7851908745	8532.667224141765	8480.448812943961	8526.182405826485	8566.526319034192	8749.032434231483	8736.632016822172	8572.460867835232	8535.776037678152	8221.271608510748	8283.096342394178	8297.315141944011	8272.95067265152	8393.591717685043	8724.338565163816	8558.104055010792	8542.631519135448	8358.394722457717	8460.61571976382	8565.413309919568	8531.426107624307	8319.537013996567	8245.121208173132	8712.138399534248	8467.247857480783	8604.615276531284	8524.923708055167	7446.469066500473	8349.269605477175	8358.07057551741	7491.035090167507	7596.177289854209	8297.361523769421	8324.933869075096	8108.262933826164	7650.710533380596	8383.080786591476	8516.224835531259	7713.518292053753	8006.089659376725	8561.001557320007	8576.83410694549	8419.078612897752	8415.618028244242	8362.051398465237	8560.253501427154	8495.075520649087	8493.343054203764	8281.193529940918	8438.390903783838	8557.650733145572	8841.718384834576	8734.882988696645	8657.673792158226	8542.609700391647	8154.745041058726	7875.416032534442	8022.087524109686
PPGPPMET-PWY	1351.7433622169433	1982.4144920006677	2227.9286213743844	1770.759425336195	2730.053230663154	1461.282762264086	1478.5617974770892	1278.160674401305	1269.8744109994748	1516.7180760797582	1576.6942069897348	1603.7507629217487	1441.7733835938204	1525.5208466378938	1940.091518372752	1489.456490562343	1421.8021336069387	1278.8527931022047	1871.3576511749593	2081.1630605310293	2010.3115994952602	2116.7415656475546	2037.6053769283494	1826.5155262071103	1736.9397151146104	1486.1798440589628	1439.4338522898545	1220.8729374171908	1826.2798340234767	1455.49061284689	1387.8985505488845	1483.7900597354728	1813.0090709672677	1461.1812175205423	1853.9488676017022	2063.4472176898607	1367.3914107101477	1562.5954266691156	2150.588230186679	1676.0784231159903	1289.352751952144	1550.3821781319846	1753.2156944087042	1499.3298100659165	1499.9800815845858	1748.5247208877724	1764.6198330076336	1625.3684206462501	1405.4519015308108	1372.890848931636	1282.359429097246	1838.554137474494	1764.8450189124242	1509.9303382122093	1387.4368811442273	2656.3854961660936	2222.080372556263	1774.1085741257668	1546.223288635716	1370.3568737700507	1651.5519807601834	1108.0929755425975	970.8535073982722	2001.1530547776415	1601.2789681481636	1354.7173378920563
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	5597.371773819053	6028.192249196966	5984.593529307035	5385.771119287347	5631.455609013309	5722.1865305558	5910.502589867301	5939.549575926853	5699.1155045488595	5726.249726299839	6526.196029525856	5501.648260544554	5871.094874770248	5602.726209273392	5213.78435886408	6245.6697529010335	5876.353382548297	5549.165854031864	5363.88465898945	5218.466639973436	5878.012744078327	6327.909453847016	6191.611547269279	6029.4248164524515	5962.439233692004	5321.176274379062	5720.923539078753	7232.979190828818	5943.759133520287	6136.040264881763	6476.3683667903415	5910.337241237518	5789.543051614933	5979.4149398953305	6103.285965799519	6033.0106697555475	6218.260787189384	6330.925710409128	6285.604205820885	6376.141329794967	6572.853847712669	5514.762199273631	5953.5988789993835	5146.068131929665	6341.152179623612	6369.647881098171	5909.052994902083	5631.918386715331	5804.444256435714	5585.048988497557	5830.929275886674	5823.138600025276	5479.043011543768	5463.674975049299	5657.222907614379	6833.186598370893	5960.581188098003	5926.524580755209	6103.441329071872	6141.260918400052	6698.864997487067	7154.600721796324	5368.916212161188	6025.943771956939	5568.5221963616395	5137.231321695373
PRPP-PWY	3298.4101155116887	4092.0328944125126	3983.3739570557364	3132.077366695826	3619.79442595038	3876.810257376217	3604.832024268525	3666.149952706318	3384.5698819275794	3614.441126112325	4086.4677740656416	3878.6575251232152	3444.7953514929654	3421.7878104813426	3713.373292636814	3529.811303459342	4138.079574967093	4172.348316514931	4780.676696109533	4851.852798292777	5275.5719892357565	3879.614595363681	3641.1491832231277	4369.339192542114	4158.6760442980485	4288.482842167185	4137.434007213737	3408.394439672924	4240.357827098425	4556.0479553122095	3916.7090849653373	3918.3519298074075	4125.814671155336	3763.91605482876	4323.498816092426	6335.707700555322	3097.6889606818017	4063.8250154495236	5748.303368657772	4446.490709612977	4276.600091351353	4222.831976942593	4625.2102955285045	4960.43605578322	3761.097333194595	3512.2966446382825	4895.158515397529	5463.433546404194	2945.1633163716256	4202.9914815105185	4304.110168546914	4232.688898768332	4398.842051020758	3730.0123297409873	4471.700216195389	4502.868423071714	4766.754618340995	4031.8850441557347	3918.948089958151	3542.9520756101883	3429.4174130861825	2741.9863195547123	4389.288937115198	5058.503612051258	5778.518635532067	4821.635093189404
PWY-1269	4328.587931777606	4958.160121318978	5018.422013111381	5876.780385974348	4852.183746819244	4186.790729131671	4354.4570654115305	3753.498881987737	4334.081978978997	4305.301489523452	3881.6421373331464	4692.662874615858	4440.813651930794	4947.1000603118555	5988.616913954595	5070.173638255447	4339.7672105783695	3878.715537008769	4063.6321644012023	4304.115856792909	3996.834571893367	4044.7488823974586	4624.462621319945	4309.423102909743	4259.1817396617	4267.013367109154	4185.379316940258	4232.455740718425	4601.193608383795	4325.793455437398	3508.760496892565	4955.405483732069	4562.983057977869	4481.335497106896	4426.27913183796	3183.6599221237448	4053.049325296681	3954.2009782895284	2707.036657532453	3471.9466710798824	3660.4151962219967	4296.88578123015	4606.181510239171	4116.848348062888	4226.733626032009	4543.4189290306385	3141.4551517314762	3721.737786725185	4474.270661959727	4715.175319940644	4319.411419762467	4207.052855151824	4383.765158779997	4443.9678728985355	4558.264776426796	4504.019528485633	4152.648713887081	4352.968194140193	4581.796076792502	5115.523773421949	4988.9179371908585	5167.988457099821	5042.526446270475	4070.678349329356	4174.104730336799	4189.969619614415
PWY-1361	66.68050993371492	60.22361880716001	71.48662887405358	21.780430698536506	0.0	43.03833174713819	30.641375740757717	30.67565317374921	0.0	30.556769177941124	30.67286581954291	34.907090636385014	8.921256850578589	21.982268412310383	34.593653072321466	39.00758441517782	0.0	43.26755048609041	26.52781468733326	63.00392806175099	35.22230432621376	64.39334170370101	79.97613404293129	43.3262733051033	64.08954807841093	43.40182317657169	47.326814034265084	0.0	43.409676760871974	0.0	0.0	22.11400290788426	13.334945448406813	39.31837516658204	34.94953300453092	22.271718473888413	38.33064541266748	17.72925322349022	78.2403251998013	0.0	39.362689118368344	80.11215885022158	0.0	0.0	30.77590315547467	51.53202827510819	73.80371123783573	47.764529605988564	0.0	0.0	38.8698527030288	56.2633957183298	39.148224528874664	34.640007048148206	8.920650222655615	26.643706468666203	52.081903261666625	26.376903897907884	26.405362332839537	0.0	72.03446475136285	39.03344934986667	0.0	149.17907865331895	39.57946308256668	130.8126630672397
PWY-1422	13.586623398194025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	271.139960257391	318.52103968623146	324.08550659403994	245.78806440482865	255.06462551543234	257.37254126358147	270.79123525776686	243.05538452302144	215.3576611977795	249.08048143728087	283.93111432178347	258.2424368088497	226.92590767796858	260.18217696777344	260.91683441026646	327.4079688318852	242.33855415017737	212.6976216831362	288.25669785304063	303.3884974334924	341.16754091997177	344.16211810825484	297.8384946230968	274.48698579408546	257.87830463520555	261.23805475848746	257.2717057740643	228.67567526398443	252.86980538044602	181.426068799772	213.7565126271351	250.7166170832712	248.3897925846774	289.3334833613995	290.486167321632	304.46071381318376	233.95407091126424	291.32376044000966	286.7221376310937	265.9145160148683	280.29314067755394	310.9524945447873	325.30762505938424	244.66580229179777	243.7643273931241	282.02321365906	328.5947648623014	273.02443514918247	204.64225118157447	183.50808583992048	211.91216827640812	327.1298121005538	266.43471019018045	228.0294028181349	216.5794896349597	328.5124677659529	303.867712212083	260.6612310400836	263.44110924407863	181.66739612974052	352.62252463656426	286.6357321693925	193.4435546522444	339.12908633466503	282.9785895962311	313.32711580774185
PWY-1541	186.55821119390728	291.3493901244272	217.4176661221239	161.26331690480103	156.6640823448112	210.44237025955997	189.19778742866612	157.3217075117124	235.6616752964305	211.43257175722562	274.6036058317902	189.71011134798232	175.3887451473927	223.0530120781775	147.86855466728892	127.72444532843589	332.8406523520079	259.14780551426543	68.94720059787744	66.50461812243027	179.63633105367495	145.16844459360274	205.28572919715478	167.2619053338872	183.1557457632627	228.26367850236582	272.487212958526	138.00725287526754	256.97856927739815	192.2896119423728	349.0184177708267	272.86181229284097	235.44054009877271	147.18336142378993	295.39821567405943	17.016961047701137	176.95459410714912	253.67074015803135	64.0194280974243	66.1194847781708	226.52109668452874	176.01940417844108	242.58753131094232	129.44554218552926	214.9542025182678	209.3175450541705	55.63576512981058	132.56711271685134	174.49131417495641	266.00551907268573	219.99363774842274	64.09796511784195	262.9118807107699	286.9178762707861	87.79683528990127	0.0	335.80982218959707	208.43734412697603	72.05328593719214	107.3401076659946	82.69476992326676	27.468368108930292	64.93073563630803	0.0	0.0	0.0
PWY-1622	1194.7937604338163	1670.9962997878977	1529.5606128847387	1824.1422427901398	1203.0921486120642	1053.4291609241675	1032.356664371986	972.5542783026234	1066.3756028404243	1244.8872560498573	1253.4585284210762	1273.0151177529235	1067.8161755413196	865.1458852485105	1702.0432288504896	1084.7043585024942	1296.0962412032	1145.8477626465594	1575.2233438836035	1654.7031272846116	1348.6374370752371	1518.6872328239976	1623.7997929149626	1524.476500207489	1581.835862450306	1384.214493113912	1338.6729062903535	1296.0371797848636	1536.2174540037859	1275.3772795358318	1247.6555006502604	1122.5585489273124	1609.39483084098	1144.8494367809208	1595.0127301282953	685.9244779793548	1414.0326918274664	1369.9332803331497	1165.6411672353152	1227.1108386121614	1356.2015146700178	1331.4469671446188	1746.1102540478407	1302.6393666306794	1349.0280246401246	1222.9102122297695	1025.7958715034686	1289.8276104569652	1243.9980976915415	1496.2822067343154	1179.1889691290407	1385.3401591340455	1643.47656787028	1481.7562018529943	1439.1464928863525	1361.1161358033	1807.1259280222646	1388.5788828137886	1227.2176956864923	1074.6963915679003	1114.658761423379	881.3996954694057	851.4952229916718	1340.3062431870865	611.6485389784009	984.2151591708538
PWY-181	3628.6978890628593	4340.643569714117	4300.404765254703	4356.895462590798	3765.856522316013	3339.6748040218845	3177.9830905648014	3102.9922480541927	3171.5835908644526	3354.453254634577	3528.229416066523	3645.6156564645594	3423.7199897107052	3691.5888923509433	4344.63208898583	3795.157967974244	3684.004626263829	3208.448149107166	3419.7577953352925	3669.9251316422938	3386.632725028143	3566.476331311693	4097.899682277074	3650.7857266780115	3702.3011186595563	3184.400286800379	3484.6198178459813	3759.199712334371	3986.0827802684285	3760.7022782559484	3453.8461380879853	3642.3913236648277	3881.637529210967	3579.5770544086467	3751.213207083058	2553.635012415591	3718.9058174872307	3610.406926063283	2984.6307128840263	2731.70544082729	3543.0961100264626	3353.5644973706353	3700.69767632408	3342.2535659388664	3761.0770693155305	3886.1166231664247	2761.060824013888	3228.1602574707877	3418.7133796428516	3976.542546252703	3710.6573550550174	3584.516515436355	3883.835321389865	3668.6283258301246	3458.1812797702523	4201.808714465496	4096.173226259589	3564.3065659266335	3109.208536580544	3830.354487201925	3954.650038422515	3785.0994854402215	3510.6935599239805	3159.8618010972814	1193.5667504597955	2389.7581779632296
