Group 1,Group 2,H,p-value,q-value
no (n=33),unknown (n=6),6.206060606060618,0.01273136426992342,0.025935420889359333
no (n=33),yes (n=27),0.21907600596122734,0.639744859076151,0.639744859076151
unknown (n=6),yes (n=27),5.666666666666671,0.017290280592906222,0.025935420889359333
