Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	no	no	no	no	no	unknown	unknown	unknown	unknown	unknown	yes	yes	yes	yes	yes
1CMET2-PWY	6981.316907351017	9917.552677041687	13653.049641817188	20707.817234568	28407.315284212906	6662.534759520694	7903.2023275913225	8718.637950373688	9521.300565700047	9929.166183636155	8068.304148175971	10644.57666926723	20485.334405434554	24010.983262158297	27238.065331853097
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	557.7727132429958	1189.0340919756686	1494.6181658123783	2137.5596126267847	5116.450436819428	629.5292402298284	782.7026349081474	876.5304038832306	900.3995273790772	931.5243245637688	576.3226512808692	1697.6922289811869	1976.2149808678053	2426.692995345238	3692.973350911397
AEROBACTINSYN-PWY	1.0	16.935629224332153	37.93854613571817	59.39625122867432	109.27466523611855	1.0	1.0	2.9927753494924687	6.98048912024281	22.169228402332728	1.0	22.084479453783683	53.762660902875126	71.16684236296626	118.5146360322545
ALL-CHORISMATE-PWY	1953.9360731942104	3047.3879188143223	4068.296274787857	6544.72832325143	9212.235151751658	491.71854202690116	1199.478529079324	1444.6828229986036	1833.3745693707951	2426.0782312020306	2052.2363156689953	3187.3437152675233	6473.626588779356	7693.986848098186	8839.44936347935
ANAEROFRUCAT-PWY	9197.740416397568	12873.552663679813	16584.881204266654	27126.511347539345	36304.08701185147	8410.366322349586	9101.981662336952	10311.443471398641	11003.049640424784	11209.483287300744	9121.23939136435	14070.825455384893	26910.434613456368	32126.564999263814	36397.0856296011
ANAGLYCOLYSIS-PWY	10967.61080460933	15516.338841667513	19788.073009012292	31945.561882282233	46568.276968184866	10191.96944004269	11793.046475163828	13377.051874650286	14836.672136768717	15215.704044387698	11926.393114127244	16969.279349829638	31573.497108885887	39346.42554268584	44219.44023903186
ARG+POLYAMINE-SYN	3958.9564910304216	5890.743226476941	8007.809014490712	11910.474418843549	16730.666096827088	3250.135627968447	3981.0244581695324	4344.964161697108	5422.469427934057	6538.207812447436	3693.9065119553475	6429.0605939790385	10659.57559441822	13103.573581853274	20022.65084377447
ARGORNPROST-PWY	1800.06903709932	2810.461032155381	3673.6617938137874	5553.003439738593	8269.607485238412	1455.4994993995338	1867.3169719760358	1925.9472830023656	1966.7833112785022	2131.324545974508	1892.8720653303133	2874.1456175354588	5963.383848863684	6935.698557376212	8502.208296383937
ARGSYN-PWY	9990.470516587056	14149.958079884727	17949.125898585084	28739.010518396113	42882.8347846211	9190.419721675657	10744.268731586943	11924.208556388	13516.79609566777	13904.5682039544	10888.330851373528	15290.315772049467	28701.42491002429	35911.50286054979	39015.00869224725
ARGSYNBSUB-PWY	10846.873321632545	15427.512699337523	19472.249461214044	31144.40568629917	46916.65681654342	9915.66286041475	11626.21128545412	12886.590462434691	14534.416633739458	14996.93918737276	11869.707098053575	16592.740111761454	30977.078177962	39069.91165419461	42384.172037305776
ARO-PWY	10333.1686728603	14660.589587075932	18950.50535956247	30090.58356417971	44925.839379198136	9623.0541531633	11286.985390862075	12266.76522618943	14037.119765732417	14491.17572787649	11312.860813383117	15922.965780897834	30149.565831128162	37182.30230619955	40768.41606946282
ASPASN-PWY	1167.8758209894554	1870.4386828291285	2710.628215882827	3591.369187324205	7054.586226944053	713.710651529822	861.5943958257164	1338.3014834856517	1855.464502825967	2152.6328131292394	924.5361050603535	2247.353234792795	3542.0789570791862	4191.406913614601	8815.04913878659
AST-PWY	16.83714430894309	57.894824536097765	84.22499475781086	160.38419493652376	349.51942270956016	1.0	11.594665377786626	37.27366385237937	51.06970661631717	53.097856460033825	18.860868740515937	50.570487872708114	115.39978096824625	154.79601293720117	289.3244298556211
BIOTIN-BIOSYNTHESIS-PWY	3476.280757030464	5268.103464026665	7421.315622024692	11284.755454854883	16844.856932211675	2117.7700775751237	3321.9039671698065	3656.699392977833	4592.860019625454	4999.7260256676645	3471.2432349351916	5939.833977747134	10495.808706004113	11788.11720513321	18198.46482311936
BRANCHED-CHAIN-AA-SYN-PWY	15581.667917865814	22736.708495598596	28912.200495771984	45629.87277960054	68759.5736342039	13893.917044124097	16772.056008793254	18497.813156705466	21479.170885058134	24045.860166862287	17085.0973703687	24528.585941834892	45660.002334525125	55679.025513217115	63356.0387826457
CALVIN-PWY	11192.718120345464	15621.026834200577	20112.169391970103	32457.438991015526	47315.60790324054	10424.816961782743	11862.008899512992	13456.030904871164	14795.09778127285	15280.306155942653	12074.176870547362	17174.129591270925	32058.73458827392	40034.1087149199	43328.735603659596
CATECHOL-ORTHO-CLEAVAGE-PWY	442.3850139310288	790.1998830669031	1132.3916902545302	1554.8003589422638	3326.7102166292143	370.2351139614663	425.99090483179623	508.867611133996	575.9433160399778	703.8352926016564	405.5485549512436	1088.0209334806264	1491.3102120191088	1704.7746913506485	2426.9484729011415
CENTBENZCOA-PWY	1.0	1.0	1.0	1.0	10.929873772791025	1.0	1.0	1.0	1.9976580796252925	15.312087912087911	1.0	1.0	1.0	1.0	17.698591549295774
CENTFERM-PWY	1126.2965705046477	1818.6362989972372	2569.681914855646	3221.8753513501247	5977.116637052184	974.2017063883111	1156.1540662666641	1538.1754345346376	2019.1810687702848	2819.6953777063263	1176.3715332507384	2148.8727817047893	3014.06973998868	3833.530545403577	11084.87567614589
CHLOROPHYLL-SYN	1.0	1.0	43.08567179727267	74.9251756607043	476.2263728476732	1.0	1.8634289432572881	6.156448921612287	14.769242573148887	20.920148204058382	1.0	1.0	54.46252363481888	95.79301418905976	198.85875889101598
