Group 1,Group 2,H,p-value,q-value
no (n=33),unknown (n=6),5.4545454545454675,0.019517481182177596,0.05855244354653279
no (n=33),yes (n=27),0.29414362201248423,0.5875773539909219,0.5875773539909219
unknown (n=6),yes (n=27),2.982570806100213,0.08416548976043417,0.12624823464065127
