index,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,k__Bacteria;p__Firmicutes;c__Bacilli,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Actinobacteria;c__MB-A2-108,k__Bacteria;p__Actinobacteria;c__Actinobacteria,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6,k__Bacteria;p__Actinobacteria;c__Thermoleophilia,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,k__Bacteria;p__Acidobacteria;c__iii1-8,k__Bacteria;p__Chloroflexi;c__Ellin6529,k__Bacteria;p__Bacteroidetes;c__Cytophagia,k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria],k__Bacteria;p__Actinobacteria;__,k__Bacteria;p__Acidobacteria;c__PAUC37f,k__Bacteria;p__Chloroflexi;c__Thermomicrobia,k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria,k__Bacteria;p__;c__,k__Bacteria;__;__,k__Bacteria;p__Gemmatimonadetes;c__Gemm-1,k__Bacteria;p__Nitrospirae;c__Nitrospira,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria,k__Bacteria;p__Planctomycetes;c__Planctomycetia,k__Bacteria;p__Chloroflexi;c__Gitt-GS-136,k__Bacteria;p__Actinobacteria;c__Rubrobacteria,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,k__Bacteria;p__Acidobacteria;c__Sva0725,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,k__Bacteria;p__Acidobacteria;c__Solibacteres,k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,k__Bacteria;p__Chloroflexi;c__TK10,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria],k__Bacteria;p__Bacteroidetes;c__[Saprospirae],k__Bacteria;p__Acidobacteria;c__BPC102,k__Bacteria;p__Acidobacteria;c__S035,k__Bacteria;p__Acidobacteria;c__DA052,k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5,k__Bacteria;p__Acidobacteria;c__RB25,k__Bacteria;p__Planctomycetes;c__,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota,k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Bacteria;p__Acidobacteria;c__Acidobacteriia,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,k__Bacteria;p__Chloroflexi;c__S085,k__Bacteria;p__WS3;c__PRR-12,k__Bacteria;p__Armatimonadetes;c__0319-6E2,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae],k__Bacteria;p__Chloroflexi;c__Anaerolineae,k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,k__Bacteria;p__Verrucomicrobia;c__Opitutae,k__Bacteria;p__Chloroflexi;c__Chloroflexi,k__Bacteria;p__Planctomycetes;c__Phycisphaerae,k__Bacteria;p__Planctomycetes;c__OM190,k__Bacteria;p__Proteobacteria;__,k__Bacteria;p__Chloroflexi;c__C0119,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__Elusimicrobia;c__Elusimicrobia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,k__Bacteria;p__Chloroflexi;c__TK17,k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Planctomycetes;c__C6,k__Bacteria;p__Acidobacteria;c__,k__Bacteria;p__Chloroflexi;c__,k__Bacteria;p__Planctomycetes;c__vadinHA49,k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__Planctomycetes;c__Pla4,k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Bacteroidetes;__,k__Bacteria;p__Cyanobacteria;c__Chloroplast,k__Bacteria;p__NC10;c__wb1-A12,k__Bacteria;p__Acidobacteria;__,k__Bacteria;p__Chlorobi;c__SJA-28,k__Bacteria;p__Armatimonadetes;c__Armatimonadia,k__Bacteria;p__Acidobacteria;c__Holophagae,k__Bacteria;p__Cyanobacteria;c__Nostocophycideae,k__Bacteria;p__TM7;c__SC3,k__Bacteria;p__Acidobacteria;c__EC1113,k__Bacteria;p__Proteobacteria;c__TA18,k__Bacteria;p__Chloroflexi;c__P2-11E,k__Bacteria;p__Acidobacteria;c__TM1,k__Bacteria;p__Armatimonadetes;c__,k__Bacteria;p__WPS-2;c__,k__Bacteria;p__Actinobacteria;c__OPB41,k__Bacteria;p__Firmicutes;__,k__Bacteria;p__OD1;c__,k__Bacteria;p__BRC1;c__PRR-11,k__Bacteria;p__Chlorobi;c__BSV26,k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia],k__Bacteria;p__Chloroflexi;c__SHA-26,k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes,k__Bacteria;p__Verrucomicrobia;__,k__Bacteria;p__NC10;c__12-24,k__Bacteria;p__Chloroflexi;__,k__Bacteria;p__Cyanobacteria;c__4C0d-2,k__Bacteria;p__Cyanobacteria;c__ML635J-21,k__Bacteria;p__GAL15;c__,k__Bacteria;p__Chloroflexi;c__[Thermobacula],k__Bacteria;p__Spirochaetes;c__Spirochaetes,k__Bacteria;p__TM6;c__SJA-4,k__Bacteria;p__GN04;c__5bav_B12,k__Bacteria;p__NKB19;__,k__Bacteria;p__Actinobacteria;c__Nitriliruptoria,k__Bacteria;p__Chlamydiae;c__Chlamydiia,k__Bacteria;p__Verrucomicrobia;c__,k__Bacteria;p__Planctomycetes;c__BD7-11,k__Bacteria;p__OD1;c__SM2F11,k__Bacteria;p__[Thermi];c__Deinococci,k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22,k__Bacteria;p__WS2;c__SHA-109,k__Bacteria;p__OP11;c__OP11-4,k__Bacteria;p__Chlorobi;c__,k__Bacteria;p__Cyanobacteria;__,k__Bacteria;p__TM7;c__,k__Bacteria;p__Tenericutes;c__Mollicutes,k__Bacteria;p__Gemmatimonadetes;c__Gemm-4,k__Bacteria;p__NKB19;c__SHAB590,k__Bacteria;p__OP11;c__,k__Bacteria;p__WS4;c__,k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes,k__Bacteria;p__NKB19;c__,k__Bacteria;p__Planctomycetes;__,k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae],k__Bacteria;p__Bacteroidetes;c__[Rhodothermi],k__Bacteria;p__Armatimonadetes;c__OPB50,k__Bacteria;p__GOUTA4;c__,k__Bacteria;p__Chlorobi;c__OPB56,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,k__Bacteria;p__AD3;c__,Year_est,Age,OS_location,Lat_long,Establishment,pH,EC,Cutting,Cattle,Sheep,Plough
Baltic_farm_1,980.0,1048.0,3865.0,724.0,289.0,2427.0,957.0,3577.0,487.0,956.0,24.0,184.0,97.0,523.0,353.0,22.0,46.0,111.0,105.0,47.0,30.0,133.0,27.0,60.0,26.0,8.0,4.0,0.0,15.0,24.0,0.0,33.0,30.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,5.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,16,SU0459767825,51.40943; -1.9352946,Green_hay/bush,7.94,29.2,1.0,1.0,1.0,0
Baltic_farm_2,1079.0,2122.0,5135.0,1109.0,352.0,3389.0,2057.0,3282.0,962.0,1075.0,121.0,210.0,225.0,406.0,503.0,77.0,74.0,113.0,213.0,150.0,80.0,349.0,34.0,137.0,53.0,101.0,22.0,32.0,26.0,70.0,52.0,26.0,31.0,74.0,57.0,31.0,19.0,0.0,20.0,12.0,13.0,0.0,0.0,0.0,6.0,12.0,60.0,3.0,0.0,6.0,24.0,5.0,0.0,12.0,13.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998,23,SU0306867167,51.403524; -1.9572835,Green_hay/bush,8.27,29.6,1.0,1.0,1.0,0
WestEndFarm,722.0,1839.0,3056.0,398.0,138.0,2369.0,958.0,1649.0,517.0,616.0,45.0,174.0,90.0,274.0,261.0,39.0,32.0,82.0,96.0,58.0,51.0,162.0,22.0,59.0,12.0,19.0,23.0,27.0,29.0,24.0,11.0,0.0,15.0,20.0,30.0,0.0,0.0,0.0,4.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,SU0297366901,51.401133; -1.9586514,Green_hay/bush,8.44,24.1,1.0,0.0,1.0,1
HorntonHouseFarm_1_parallel,709.0,1710.0,3528.0,667.0,421.0,4075.0,1646.0,3997.0,795.0,1239.0,67.0,268.0,118.0,68.0,602.0,52.0,209.0,44.0,184.0,139.0,111.0,175.0,37.0,107.0,186.0,0.0,49.0,87.0,26.0,29.0,76.0,0.0,39.0,66.0,40.0,0.0,8.0,0.0,11.0,0.0,0.0,18.0,8.0,0.0,6.0,0.0,19.0,5.0,6.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,5,SU0584565118,51.385079; -1.917395,seed_mix,8.6,29.5,1.0,1.0,1.0,0
TownsendFarm_1,1769.0,2704.0,8892.0,2585.0,388.0,6638.0,5125.0,5032.0,1364.0,1688.0,316.0,407.0,257.0,621.0,1035.0,181.0,67.0,147.0,592.0,368.0,95.0,754.0,33.0,621.0,91.0,249.0,38.0,91.0,52.0,94.0,77.0,0.0,48.0,101.0,81.0,59.0,35.0,0.0,20.0,29.0,14.0,5.0,6.0,0.0,0.0,0.0,59.0,21.0,8.0,18.0,9.0,5.0,0.0,24.0,0.0,9.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,4,SU0775065316,51.386837; -1.8900159,seed_mix,8.2,36.6,1.0,0.0,1.0,0
TownsendFarm_2,1110.0,1921.0,5273.0,1209.0,363.0,3562.0,2335.0,3531.0,981.0,1303.0,55.0,263.0,234.0,320.0,564.0,57.0,329.0,90.0,304.0,220.0,99.0,239.0,67.0,379.0,55.0,46.0,60.0,48.0,19.0,72.0,165.0,15.0,41.0,187.0,106.0,18.0,12.0,0.0,23.0,8.0,15.0,8.0,9.0,0.0,0.0,0.0,9.0,21.0,13.0,0.0,4.0,0.0,14.0,51.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU0705164722,51.381505; -1.9000725,seed_mix,8.45,21.2,1.0,0.0,1.0,0
TownsendFarm_3_big,1411.0,2708.0,7387.0,2021.0,404.0,5842.0,4017.0,5453.0,1082.0,1602.0,241.0,428.0,284.0,419.0,930.0,172.0,98.0,118.0,408.0,304.0,57.0,686.0,23.0,408.0,136.0,186.0,43.0,62.0,42.0,115.0,86.0,18.0,113.0,65.0,22.0,51.0,28.0,34.0,12.0,33.0,12.0,7.0,14.0,243.0,4.0,16.0,32.0,17.0,6.0,7.0,3.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,SU0886965184,51.385634; -1.8739384,Green_hay/bush,7.92,42.7,1.0,0.0,1.0,0
ChurchFarm,1374.0,2251.0,5790.0,1465.0,471.0,4718.0,2330.0,3775.0,1075.0,1064.0,63.0,350.0,234.0,121.0,736.0,103.0,331.0,90.0,247.0,246.0,164.0,343.0,27.0,354.0,157.0,43.0,98.0,57.0,30.0,153.0,92.0,55.0,60.0,84.0,70.0,12.0,20.0,44.0,0.0,0.0,0.0,8.0,5.0,190.0,12.0,0.0,40.0,26.0,7.0,42.0,6.0,20.0,12.0,19.0,14.0,6.0,12.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,9,SU0979864321,51.377859; -1.8606121,seed_mix,8.63,20.7,1.0,1.0,1.0,0
StowellFarms_1_adj,426.0,11231.0,7153.0,1254.0,27.0,6329.0,432.0,3111.0,594.0,368.0,75.0,172.0,58.0,200.0,759.0,11.0,40.0,0.0,0.0,529.0,0.0,29.0,34.0,2131.0,7.0,0.0,192.0,0.0,30.0,481.0,128.0,0.0,95.0,8.0,53.0,6.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,1531.0,0.0,43.0,0.0,0.0,0.0,0.0,19.0,22.0,0.0,29.0,0.0,0.0,21.0,0.0,0.0,9.0,0.0,26.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,SU1362464180,51.376513; -1.8056466,seed_mix,6.6,21.8,1.0,1.0,1.0,1
MannorFmAltonBarnes,645.0,536.0,2922.0,549.0,446.0,2677.0,1687.0,2873.0,517.0,815.0,70.0,189.0,59.0,15.0,376.0,43.0,469.0,55.0,111.0,226.0,124.0,151.0,64.0,145.0,92.0,26.0,52.0,0.0,12.0,43.0,18.0,0.0,55.0,20.0,21.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,24.0,22.0,0.0,2.0,0.0,0.0,18.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,9,SU1211561331,51.35093; -1.827423,seed_mix,8.07,21.6,1.0,1.0,1.0,0
HommingtonFarm,726.0,1969.0,3618.0,734.0,300.0,3159.0,1805.0,4394.0,804.0,995.0,81.0,149.0,151.0,117.0,479.0,46.0,115.0,101.0,295.0,126.0,96.0,142.0,39.0,192.0,121.0,0.0,31.0,39.0,0.0,41.0,0.0,0.0,30.0,50.0,28.0,6.0,4.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,11.0,5.0,3.0,0.0,9.0,3.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,SU1332825982,51.033048; -1.811306,seed_mix,8.22,26.3,1.0,1.0,1.0,1
ThropeManor_1,379.0,2907.0,1422.0,269.0,192.0,2359.0,521.0,1683.0,184.0,213.0,46.0,308.0,22.0,169.0,316.0,13.0,62.0,13.0,71.0,62.0,53.0,66.0,7.0,74.0,24.0,0.0,157.0,0.0,0.0,55.0,67.0,0.0,4.0,9.0,16.0,0.0,0.0,11.0,0.0,0.0,0.0,21.0,0.0,23.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19,SU0886123850,51.013962; -1.8750607,seed_mix,7.54,78.1,1.0,0.0,1.0,0
ThropeManor_2,1642.0,1750.0,2221.0,300.0,154.0,2062.0,813.0,1937.0,186.0,416.0,74.0,129.0,31.0,134.0,346.0,24.0,66.0,18.0,40.0,14.0,25.0,73.0,9.0,54.0,27.0,0.0,14.0,5.0,0.0,4.0,7.0,14.0,21.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998,23,SU0843924348,51.018447; -1.8810649,seed_mix,7.73,28.8,1.0,0.0,1.0,1
ThropeManor_3,667.0,1302.0,2310.0,397.0,267.0,2279.0,1377.0,2792.0,420.0,601.0,54.0,80.0,43.0,33.0,340.0,32.0,88.0,77.0,109.0,80.0,5.0,164.0,25.0,65.0,67.0,6.0,17.0,26.0,10.0,14.0,18.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU0901525189,51.026001; -1.8728325,seed_mix,8.13,28.5,1.0,0.0,1.0,0
MannorFmBroadChalke,422.0,1379.0,2135.0,446.0,146.0,2042.0,1761.0,1655.0,357.0,592.0,89.0,185.0,70.0,119.0,367.0,44.0,125.0,11.0,142.0,67.0,71.0,162.0,14.0,50.0,45.0,25.0,33.0,27.0,18.0,38.0,14.0,0.0,30.0,23.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU0468023121,51.007455; -1.9346701,Green_hay/bush,8.24,24.3,0.0,0.0,1.0,0
BigleyFm_1,1253.0,1991.0,3585.0,656.0,109.0,1642.0,914.0,1266.0,370.0,348.0,74.0,158.0,25.0,241.0,282.0,18.0,51.0,60.0,64.0,57.0,37.0,139.0,8.0,126.0,11.0,0.0,16.0,0.0,7.0,2.0,21.0,6.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,ST9798720966,50.988091; -2.0300532,seed_mix,8.1,31.3,1.0,1.0,1.0,1
BigleyFm_2,2377.0,1921.0,1865.0,340.0,136.0,1518.0,1085.0,1466.0,415.0,414.0,93.0,128.0,40.0,132.0,224.0,26.0,63.0,40.0,44.0,59.0,38.0,77.0,30.0,30.0,19.0,0.0,27.0,0.0,14.0,10.0,33.0,33.0,18.0,18.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,4,ST9796821801,50.9956; -2.0303288,seed_mix,7.35,46.8,1.0,1.0,1.0,1
